gain	0	1	-71.21
gain	1	0	-71.21
gain	0	2	-91.95
gain	2	0	-91.95
gain	0	3	-78.39
gain	3	0	-78.39
gain	0	4	-90.85
gain	4	0	-90.85
gain	0	5	-89.19
gain	5	0	-89.19
gain	0	6	-92.98
gain	6	0	-92.98
gain	0	7	-92.72
gain	7	0	-92.72
gain	0	8	-98.54
gain	8	0	-98.54
gain	1	2	-77.61
gain	2	1	-77.61
gain	1	3	-82.27
gain	3	1	-82.27
gain	1	4	-79.62
gain	4	1	-79.62
gain	1	5	-84.37
gain	5	1	-84.37
gain	1	6	-92.83
gain	6	1	-92.83
gain	1	7	-89.65
gain	7	1	-89.65
gain	1	8	-89.22
gain	8	1	-89.22
gain	2	3	-90.67
gain	3	2	-90.67
gain	2	4	-78.91
gain	4	2	-78.91
gain	2	5	-78.79
gain	5	2	-78.79
gain	2	6	-96.51
gain	6	2	-96.51
gain	2	7	-94.45
gain	7	2	-94.45
gain	2	8	-86.62
gain	8	2	-86.62
gain	3	4	-82.08
gain	4	3	-82.08
gain	3	5	-95.56
gain	5	3	-95.56
gain	3	6	-84.48
gain	6	3	-84.48
gain	3	7	-90.00
gain	7	3	-90.00
gain	3	8	-96.47
gain	8	3	-96.47
gain	4	5	-72.79
gain	5	4	-72.79
gain	4	6	-91.45
gain	6	4	-91.45
gain	4	7	-72.68
gain	7	4	-72.68
gain	4	8	-87.72
gain	8	4	-87.72
gain	5	6	-95.35
gain	6	5	-95.35
gain	5	7	-81.37
gain	7	5	-81.37
gain	5	8	-81.01
gain	8	5	-81.01
gain	6	7	-77.08
gain	7	6	-77.08
gain	6	8	-94.91
gain	8	6	-94.91
gain	7	8	-74.03
gain	8	7	-74.03
noise	0	-105.00	4.00
noise	1	-105.00	4.00
noise	2	-105.00	4.00
noise	3	-105.00	4.00
noise	4	-105.00	4.00
noise	5	-105.00	4.00
noise	6	-105.00	4.00
noise	7	-105.00	4.00
noise	8	-105.00	4.00
