gain	0	1	-77.85
gain	1	0	-77.85
gain	0	2	-91.19
gain	2	0	-91.19
gain	0	3	-99.00
gain	3	0	-99.00
gain	0	4	-104.61
gain	4	0	-104.61
gain	0	5	-103.45
gain	5	0	-103.45
gain	0	6	-77.73
gain	6	0	-77.73
gain	0	7	-85.17
gain	7	0	-85.17
gain	0	8	-94.05
gain	8	0	-94.05
gain	0	9	-98.88
gain	9	0	-98.88
gain	0	10	-106.00
gain	10	0	-106.00
gain	0	11	-112.05
gain	11	0	-112.05
gain	0	12	-91.00
gain	12	0	-91.00
gain	0	13	-95.67
gain	13	0	-95.67
gain	0	14	-96.86
gain	14	0	-96.86
gain	0	15	-103.56
gain	15	0	-103.56
gain	0	16	-114.81
gain	16	0	-114.81
gain	0	17	-113.25
gain	17	0	-113.25
gain	0	18	-104.55
gain	18	0	-104.55
gain	0	19	-102.97
gain	19	0	-102.97
gain	0	20	-100.28
gain	20	0	-100.28
gain	0	21	-105.63
gain	21	0	-105.63
gain	0	22	-108.90
gain	22	0	-108.90
gain	0	23	-112.41
gain	23	0	-112.41
gain	0	24	-104.50
gain	24	0	-104.50
gain	0	25	-111.90
gain	25	0	-111.90
gain	0	26	-107.77
gain	26	0	-107.77
gain	0	27	-104.35
gain	27	0	-104.35
gain	0	28	-122.21
gain	28	0	-122.21
gain	0	29	-111.14
gain	29	0	-111.14
gain	0	30	-114.53
gain	30	0	-114.53
gain	0	31	-110.77
gain	31	0	-110.77
gain	0	32	-114.48
gain	32	0	-114.48
gain	0	33	-116.02
gain	33	0	-116.02
gain	0	34	-113.10
gain	34	0	-113.10
gain	0	35	-123.04
gain	35	0	-123.04
gain	1	2	-80.36
gain	2	1	-80.36
gain	1	3	-89.04
gain	3	1	-89.04
gain	1	4	-93.39
gain	4	1	-93.39
gain	1	5	-109.27
gain	5	1	-109.27
gain	1	6	-90.81
gain	6	1	-90.81
gain	1	7	-73.53
gain	7	1	-73.53
gain	1	8	-86.46
gain	8	1	-86.46
gain	1	9	-92.47
gain	9	1	-92.47
gain	1	10	-97.86
gain	10	1	-97.86
gain	1	11	-109.12
gain	11	1	-109.12
gain	1	12	-95.33
gain	12	1	-95.33
gain	1	13	-93.70
gain	13	1	-93.70
gain	1	14	-93.89
gain	14	1	-93.89
gain	1	15	-93.93
gain	15	1	-93.93
gain	1	16	-107.69
gain	16	1	-107.69
gain	1	17	-111.13
gain	17	1	-111.13
gain	1	18	-104.39
gain	18	1	-104.39
gain	1	19	-99.61
gain	19	1	-99.61
gain	1	20	-101.74
gain	20	1	-101.74
gain	1	21	-101.21
gain	21	1	-101.21
gain	1	22	-105.67
gain	22	1	-105.67
gain	1	23	-109.54
gain	23	1	-109.54
gain	1	24	-108.88
gain	24	1	-108.88
gain	1	25	-104.94
gain	25	1	-104.94
gain	1	26	-104.63
gain	26	1	-104.63
gain	1	27	-108.39
gain	27	1	-108.39
gain	1	28	-112.88
gain	28	1	-112.88
gain	1	29	-118.87
gain	29	1	-118.87
gain	1	30	-109.66
gain	30	1	-109.66
gain	1	31	-114.99
gain	31	1	-114.99
gain	1	32	-109.39
gain	32	1	-109.39
gain	1	33	-114.09
gain	33	1	-114.09
gain	1	34	-116.22
gain	34	1	-116.22
gain	1	35	-113.41
gain	35	1	-113.41
gain	2	3	-83.17
gain	3	2	-83.17
gain	2	4	-91.51
gain	4	2	-91.51
gain	2	5	-99.88
gain	5	2	-99.88
gain	2	6	-92.96
gain	6	2	-92.96
gain	2	7	-80.25
gain	7	2	-80.25
gain	2	8	-78.88
gain	8	2	-78.88
gain	2	9	-83.75
gain	9	2	-83.75
gain	2	10	-91.19
gain	10	2	-91.19
gain	2	11	-94.49
gain	11	2	-94.49
gain	2	12	-99.64
gain	12	2	-99.64
gain	2	13	-93.09
gain	13	2	-93.09
gain	2	14	-94.69
gain	14	2	-94.69
gain	2	15	-94.99
gain	15	2	-94.99
gain	2	16	-97.93
gain	16	2	-97.93
gain	2	17	-107.38
gain	17	2	-107.38
gain	2	18	-103.99
gain	18	2	-103.99
gain	2	19	-105.16
gain	19	2	-105.16
gain	2	20	-101.62
gain	20	2	-101.62
gain	2	21	-99.35
gain	21	2	-99.35
gain	2	22	-105.58
gain	22	2	-105.58
gain	2	23	-109.89
gain	23	2	-109.89
gain	2	24	-110.87
gain	24	2	-110.87
gain	2	25	-102.07
gain	25	2	-102.07
gain	2	26	-108.40
gain	26	2	-108.40
gain	2	27	-109.41
gain	27	2	-109.41
gain	2	28	-108.69
gain	28	2	-108.69
gain	2	29	-116.86
gain	29	2	-116.86
gain	2	30	-110.27
gain	30	2	-110.27
gain	2	31	-109.02
gain	31	2	-109.02
gain	2	32	-112.64
gain	32	2	-112.64
gain	2	33	-112.94
gain	33	2	-112.94
gain	2	34	-113.49
gain	34	2	-113.49
gain	2	35	-117.31
gain	35	2	-117.31
gain	3	4	-78.22
gain	4	3	-78.22
gain	3	5	-95.59
gain	5	3	-95.59
gain	3	6	-104.72
gain	6	3	-104.72
gain	3	7	-93.35
gain	7	3	-93.35
gain	3	8	-84.91
gain	8	3	-84.91
gain	3	9	-74.27
gain	9	3	-74.27
gain	3	10	-84.98
gain	10	3	-84.98
gain	3	11	-97.72
gain	11	3	-97.72
gain	3	12	-105.88
gain	12	3	-105.88
gain	3	13	-96.30
gain	13	3	-96.30
gain	3	14	-95.24
gain	14	3	-95.24
gain	3	15	-90.10
gain	15	3	-90.10
gain	3	16	-91.31
gain	16	3	-91.31
gain	3	17	-99.37
gain	17	3	-99.37
gain	3	18	-106.70
gain	18	3	-106.70
gain	3	19	-103.81
gain	19	3	-103.81
gain	3	20	-99.14
gain	20	3	-99.14
gain	3	21	-93.87
gain	21	3	-93.87
gain	3	22	-100.85
gain	22	3	-100.85
gain	3	23	-102.95
gain	23	3	-102.95
gain	3	24	-109.60
gain	24	3	-109.60
gain	3	25	-113.43
gain	25	3	-113.43
gain	3	26	-109.29
gain	26	3	-109.29
gain	3	27	-104.54
gain	27	3	-104.54
