# milli_time node_id temp hum light
564423 71 1971 6466 26
564429 54 2068 6323 21
564470 81 2231 6462 2
564471 75 1879 6524 33
564485 69 2421 6144 1
564486 76 1964 6499 2
564510 48 1891 6447 23
564536 138 1576 6931 28
564546 136 2005 6551 20
564553 137 1855 6599 4
564556 132 2138 6469 25
564559 133 1556 7022 24
564566 134 1750 6517 2
564615 46 2175 6378 19
564623 55 2026 6479 26
564630 65 1947 6470 36
564642 42 2516 6050 20
564645 73 1869 6568 45
564661 63 1752 6531 25
564673 66 1894 6479 21
564729 82 2019 6492 20
564730 41 1939 6472 20
564738 40 2316 6162 17
564771 122 1595 6840 20
564772 116 1921 6586 1
564817 83 1940 6543 22
564821 123 2193 6538 23
564828 72 2118 6419 58
564845 43 2447 6080 14
564856 131 1664 6888 34
564869 135 1928 6570 23
564886 129 2010 6576 23
564888 74 2259 6507 1
564901 71 1970 6464 26
564906 54 2068 6322 22
564950 75 1880 6526 34
564963 81 2231 6461 4
564980 76 1965 6501 2
564980 69 2421 6141 0
565004 48 1889 6445 23
565028 138 1576 6932 28
565037 133 1557 7027 25
565039 136 2007 6554 18
565047 137 1846 6600 4
565049 132 2139 6472 23
565060 134 1751 6517 1
565093 46 2175 6376 19
565101 55 2025 6478 26
565124 65 1947 6472 36
565136 42 2514 6048 20
565139 73 1870 6570 43
565154 63 1754 6533 25
565167 66 1895 6481 20
565223 82 2019 6494 20
565224 41 1940 6473 19
565232 40 2318 6162 17
565265 122 1598 6837 20
565266 116 1920 6584 1
565298 123 2191 6535 27
565311 83 1941 6545 22
565322 43 2449 6082 15
565327 72 2119 6419 56
565353 131 1663 6886 37
565362 135 1929 6566 22
565366 74 2260 6507 1
565379 129 2009 6574 23
565395 71 1971 6465 27
565400 54 2068 6323 23
565444 75 1879 6525 29
565457 81 2231 6462 2
565457 76 1964 6500 2
565474 69 2421 6143 2
565497 48 1891 6446 19
565516 136 2006 6551 22
565521 138 1575 6931 27
565524 137 1831 6599 4
565530 133 1557 7022 25
565542 132 2137 6470 21
565553 134 1750 6517 3
565587 46 2175 6378 21
565595 55 2026 6479 27
565602 65 1947 6470 36
565613 42 2515 6050 24
565616 73 1869 6566 45
565632 63 1753 6531 26
565660 66 1894 6479 20
565701 82 2019 6490 20
565718 41 1938 6472 19
565726 40 2315 6161 17
565744 116 1922 6585 1
565758 122 1600 6840 21
565789 83 1939 6542 23
565791 123 2194 6539 28
565800 72 2117 6420 57
565815 43 2447 6080 17
565826 131 1666 6887 36
565855 135 1930 6570 21
565859 74 2259 6506 0
565873 129 2010 6576 21
565888 71 1970 6463 26
565894 54 2068 6322 22
565923 75 1880 6525 33
565934 81 2231 6460 1
565951 76 1965 6501 2
565953 69 2421 6142 1
565975 48 1889 6445 21
565998 138 1576 6934 28
566009 136 2007 6553 21
566018 137 1814 6600 3
566020 132 2139 6472 22
566024 133 1558 7026 26
566031 134 1751 6517 2
566081 46 2175 6376 20
566088 55 2025 6478 26
566096 65 1948 6472 38
566107 42 2513 6048 24
566110 73 1870 6572 48
566125 63 1754 6532 25
566138 66 1894 6481 20
566195 82 2019 6493 20
566196 41 1939 6473 20
566204 40 2316 6162 11
566236 122 1601 6838 19
566238 116 1922 6584 4
566283 83 1942 6545 22
566284 123 2193 6535 30
566293 72 2119 6421 57
566308 43 2449 6082 16
566319 131 1665 6885 36
566331 135 1930 6567 22
566350 129 2009 6573 23
566357 74 2260 6508 1
566366 71 1971 6464 32
566372 54 2069 6322 24
566417 75 1878 6525 32
566428 81 2231 6461 2
566445 76 1964 6500 2
566447 69 2421 6143 2
566468 48 1890 6446 23
566491 138 1575 6930 26
566501 133 1558 7022 26
566503 136 2007 6552 20
566512 137 1793 6599 2
566513 132 2138 6469 24
566524 134 1751 6518 1
566559 46 2176 6377 20
566566 55 2027 6479 25
566590 65 1946 6469 37
566600 42 2514 6049 23
566603 73 1868 6566 47
566619 63 1754 6530 25
566632 66 1894 6479 20
566673 82 2019 6491 20
566690 41 1938 6472 20
566698 40 2315 6160 17
566730 122 1604 6839 21
566733 116 1924 6586 2
566771 72 2117 6420 56
566776 123 2196 6538 29
566777 83 1940 6543 22
566786 43 2447 6080 14
566813 131 1666 6886 34
566824 135 1930 6569 23
566831 74 2260 6507 2
566843 129 2011 6576 23
566860 71 1970 6463 27
566865 54 2069 6322 20
566911 75 1879 6526 33
566921 81 2230 6460 2
566923 76 1965 6502 1
566925 69 2420 6141 1
566962 48 1888 6445 24
566984 138 1576 6932 27
566989 137 1783 6600 4
566995 133 1558 7026 25
566996 136 2009 6554 19
567007 132 2139 6472 24
567018 134 1752 6519 1
567053 46 2175 6377 19
567059 55 2026 6477 26
567068 65 1948 6473 36
567078 42 2513 6048 22
567081 73 1869 6570 49
567096 63 1754 6533 26
567126 66 1894 6482 21
567167 82 2020 6493 19
567169 41 1939 6472 17
567193 40 2315 6162 18
567211 116 1925 6585 1
567223 122 1604 6837 22
567253 123 2197 6536 28
567255 83 1941 6544 22
567265 72 2119 6421 58
567279 43 2447 6082 13
567290 131 1665 6884 35
567317 135 1927 6567 26
567325 74 2261 6509 1
567336 129 2010 6574 25
567354 71 1970 6465 27
567359 54 2069 6324 22
567390 75 1878 6525 41
567399 81 2231 6462 1
567417 76 1964 6500 2
567420 69 2421 6144 2
567455 48 1891 6446 24
567461 138 1576 6930 28
567473 136 2006 6551 21
567483 137 1782 6600 3
567484 132 2138 6470 23
567488 133 1559 7022 25
567496 134 1752 6517 3
567547 46 2176 6377 19
567553 55 2027 6479 25
567561 65 1947 6470 36
567571 42 2514 6050 19
567574 73 1868 6566 46
567590 63 1754 6530 26
567604 66 1893 6480 20
567661 82 2020 6491 20
567663 41 1938 6472 18
567671 40 2315 6160 17
567701 122 1606 6838 21
567705 116 1926 6586 1
567746 123 2200 6538 28
567749 83 1940 6543 22
567759 72 2118 6419 56
567772 43 2447 6081 15
567783 131 1667 6887 31
567793 135 1928 6569 22
567809 74 2260 6506 3
567814 129 2011 6576 23
567832 71 1970 6463 26
567836 54 2069 6321 22
567884 75 1879 6526 32
567892 81 2231 6460 1
567911 76 1965 6501 2
567914 69 2421 6141 1
567933 48 1888 6446 21
567954 138 1577 6932 28
567966 133 1559 7025 25
567966 136 2008 6552 20
567976 137 1788 6600 2
567978 132 2140 6471 25
567989 134 1754 6518 1
568025 46 2175 6376 19
568030 55 2027 6476 26
568039 65 1947 6473 37
568065 42 2513 6047 20
568067 73 1868 6571 45
568083 63 1754 6533 26
568098 66 1894 6481 21
568139 82 2021 6493 19
568157 41 1939 6473 16
568165 40 2315 6161 18
568183 116 1926 6586 2
568195 122 1602 6837 20
568236 72 2119 6420 57
568239 123 2199 6536 29
568243 83 1941 6546 22
568265 43 2448 6081 17
568276 131 1666 6885 36
568286 135 1926 6567 20
568297 74 2261 6508 2
568307 129 2010 6573 22
568326 71 1971 6465 27
568330 54 2069 6323 22
568378 75 1878 6524 33
568385 81 2231 6462 1
568389 76 1965 6499 0
568393 69 2421 6142 3
568426 48 1891 6447 21
568446 138 1578 6930 28
568454 137 1796 6598 3
568459 136 2006 6552 21
568459 133 1560 7022 25
568471 132 2139 6470 23
568483 134 1753 6517 1
568519 46 2176 6377 20
568524 55 2027 6479 25
568533 65 1947 6470 36
568542 42 2514 6051 24
568545 73 1868 6568 46
568561 63 1754 6531 24
568591 66 1894 6480 21
568632 82 2021 6491 20
568635 41 1937 6472 20
568659 40 2314 6160 17
568677 116 1927 6587 1
568688 122 1599 6840 20
568721 83 1940 6542 25
568730 72 2117 6420 58
568731 123 2202 6538 30
568742 43 2447 6080 17
568753 131 1668 6887 36
568779 135 1928 6569 22
568791 74 2260 6507 0
568800 129 2011 6577 22
568819 71 1970 6462 28
568824 54 2069 6322 18
568857 75 1879 6526 33
568863 81 2230 6460 1
568882 76 1964 6501 4
568887 69 2419 6141 1
568904 48 1889 6446 19
568936 136 2008 6552 17
568939 138 1580 6932 27
568947 137 1805 6599 2
568948 132 2140 6472 23
568953 133 1560 7024 26
568961 134 1754 6518 2
569013 46 2175 6375 19
569017 55 2027 6477 26
569027 65 1947 6472 37
569036 42 2513 6048 24
569038 73 1868 6572 47
569054 63 1754 6532 25
569069 66 1895 6480 22
569126 82 2022 6493 20
569129 41 1938 6473 19
569137 40 2316 6162 17
569166 122 1594 6838 19
569170 116 1926 6587 1
569208 123 2201 6536 29
569215 83 1941 6545 22
569224 72 2119 6420 57
569235 43 2448 6080 14
569246 131 1667 6885 36
569269 74 2261 6508 2
569271 135 1927 6566 22
569293 129 2008 6574 23
569301 71 1972 6464 24
569302 54 2069 6325 21
569351 75 1878 6525 34
569356 81 2231 6462 1
569376 76 1964 6500 1
569381 69 2420 6142 1
569398 48 1890 6446 24
569416 138 1580 6929 28
569429 136 2006 6552 20
569431 133 1560 7021 25
569441 137 1810 6598 3
569442 132 2140 6469 25
569454 134 1754 6516 3
569491 46 2177 6376 17
569495 55 2028 6478 25
569505 65 1946 6470 37
569529 42 2514 6050 22
569532 73 1866 6570 47
569548 63 1753 6531 25
569563 66 1896 6478 21
569604 82 2021 6492 21
569623 41 1936 6472 20
569631 40 2315 6161 17
569649 116 1928 6587 0
569660 122 1592 6841 22
569693 83 1940 6543 22
569701 123 2203 6538 27
569702 72 2117 6419 58
569728 43 2448 6081 14
569739 131 1670 6886 32
569748 135 1930 6568 23
569763 74 2260 6507 2
569771 129 2010 6576 24
569791 71 1971 6464 28
569795 54 2069 6323 22
569830 75 1879 6527 34
569850 81 2231 6460 2
569854 76 1965 6500 2
569860 69 2419 6140 5
569891 48 1889 6445 24
569909 138 1584 6933 28
569918 137 1814 6599 4
569922 136 2009 6553 21
569924 133 1561 7025 26
569935 132 2141 6472 24
569948 134 1755 6519 3
569986 46 2176 6375 19
569989 55 2027 6476 23
569999 65 1946 6472 36
570007 42 2513 6048 20
570009 73 1868 6571 44
570025 63 1753 6532 30
570057 66 1898 6479 24
570098 82 2022 6494 23
570101 41 1937 6473 19
570110 40 2316 6160 18
570143 116 1928 6586 1
570154 122 1587 6838 20
570187 83 1942 6544 22
570194 123 2202 6536 29
570196 72 2118 6420 57
570205 43 2448 6081 15
570216 131 1668 6885 34
570241 135 1928 6566 22
570257 74 2261 6508 1
570264 129 2009 6574 24
570285 71 1972 6466 23
570289 54 2070 6324 22
570324 75 1877 6526 33
570327 81 2231 6461 2
570348 76 1964 6498 1
570354 69 2420 6142 1
570384 48 1890 6447 24
570400 136 2008 6550 18
570402 138 1584 6929 28
570412 137 1816 6598 3
570413 132 2140 6470 22
570418 133 1561 7021 25
570425 134 1755 6516 0
570464 46 2176 6376 19
570482 55 2028 6478 24
570493 65 1945 6470 38
570501 42 2514 6050 20
570503 73 1867 6567 46
570519 63 1752 6531 26
570535 66 1898 6479 20
570592 82 2021 6491 20
570596 41 1936 6472 20
570604 40 2314 6160 19
570631 122 1584 6840 20
570637 116 1929 6588 1
570671 123 2205 6538 25
570681 83 1940 6543 23
570689 72 2117 6419 57
570698 43 2447 6079 16
570709 131 1670 6887 34
570733 135 1928 6568 21
570735 74 2260 6506 1
570757 129 2010 6576 23
570763 71 1971 6464 27
570771 54 2069 6323 22
570818 75 1878 6528 33
570821 81 2232 6460 0
570832 69 2419 6140 7
570842 76 1964 6500 2
570862 48 1888 6445 22
570893 136 2011 6553 22
570895 138 1586 6932 28
570895 133 1562 7024 26
570905 137 1822 6600 4
570906 132 2142 6472 23
570919 134 1755 6518 1
570958 46 2176 6376 19
570971 65 1947 6473 37
570976 55 2027 6475 25
570994 42 2513 6047 25
570996 73 1867 6572 46
571012 63 1752 6532 26
571028 66 1899 6480 19
571070 82 2022 6494 21
571090 41 1936 6472 20
571098 40 2315 6161 16
571115 116 1928 6587 0
571125 122 1578 6838 21
571159 83 1942 6545 23
571163 123 2205 6536 31
571167 72 2118 6421 56
571191 43 2447 6081 20
571202 131 1669 6884 36
571226 135 1926 6564 21
571228 74 2261 6508 2
571234 129 2009 6574 22
571257 71 1972 6466 26
571260 54 2070 6324 22
571297 75 1877 6525 33
571314 81 2233 6461 1
571320 76 1965 6499 2
571327 69 2420 6142 0
571356 48 1891 6446 21
571372 138 1587 6930 27
571383 137 1826 6598 4
571386 136 2011 6553 20
571389 133 1561 7021 26
571400 132 2142 6470 23
571412 134 1756 6516 2
571452 46 2177 6377 20
571453 55 2029 6478 22
571464 65 1946 6471 37
571472 42 2514 6049 25
571473 73 1866 6569 46
571490 63 1751 6530 25
571506 66 1900 6480 21
571564 82 2021 6492 20
571568 41 1935 6471 20
571576 40 2313 6159 17
571609 116 1929 6588 0
571619 122 1576 6840 19
571653 83 1940 6542 22
571656 123 2208 6538 31
571661 72 2117 6420 57
571668 43 2447 6079 16
571695 131 1670 6886 37
571703 135 1927 6567 21
571722 74 2260 6507 2
571727 129 2010 6577 23
571751 71 1972 6463 29
571754 54 2070 6322 21
571791 75 1878 6528 33
571792 81 2232 6460 1
571814 76 1965 6500 1
571821 69 2419 6140 2
571849 48 1889 6446 21
571864 138 1589 6932 27
571877 137 1832 6599 3
571877 132 2142 6471 23
571879 136 2013 6554 19
571882 133 1562 7025 25
571891 134 1756 6518 2
571930 46 2176 6374 19
571947 55 2027 6475 26
571958 65 1946 6472 37
571965 42 2513 6046 23
571967 73 1867 6571 46
571984 63 1751 6532 25
572000 66 1901 6482 20
572058 82 2021 6494 15
572062 41 1936 6473 20
572070 40 2314 6160 15
572097 122 1570 6839 20
572103 116 1928 6587 0
572133 123 2207 6537 29
572146 83 1942 6546 22
572155 72 2118 6421 57
572161 43 2447 6080 14
572173 131 1670 6884 35
572195 135 1926 6565 24
572200 74 2261 6508 1
572221 129 2010 6575 25
572229 71 1972 6464 23
572231 54 2070 6325 21
572273 75 1877 6526 34
572285 81 2231 6461 1
572300 69 2420 6142 2
572307 76 1964 6500 2
572327 48 1890 6448 23
572356 136 2012 6552 18
572357 138 1590 6930 27
572360 133 1562 7019 23
572370 137 1837 6598 4
572370 132 2141 6470 24
572384 134 1755 6518 3
572424 46 2176 6375 17
572436 65 1945 6471 36
572440 55 2029 6478 25
572459 42 2514 6049 21
572460 73 1866 6571 47
572477 63 1750 6530 27
572494 66 1900 6478 21
572536 82 2021 6492 20
572540 41 1934 6472 19
572564 40 2313 6160 17
572581 116 1928 6588 2
572590 122 1567 6841 21
572624 83 1941 6543 24
572631 123 2209 6538 27
572633 72 2116 6420 58
572654 43 2447 6079 13
572666 131 1671 6886 35
572688 135 1927 6566 25
572694 74 2261 6505 1
572698 129 2012 6577 21
572722 71 1972 6462 27
572725 54 2070 6324 22
572764 75 1878 6528 33
572778 81 2232 6460 3
572785 76 1965 6501 1
572794 69 2419 6140 2
572820 48 1888 6444 24
572834 138 1591 6931 27
572848 137 1843 6598 4
572849 136 2014 6554 21
572854 133 1562 7023 24
572866 132 2142 6471 23
572877 134 1756 6517 3
572918 55 2028 6476 26
572918 46 2175 6374 19
572930 65 1946 6473 37
572936 42 2513 6046 20
572937 73 1867 6571 45
572955 63 1752 6531 29
572972 66 1902 6480 20
573030 82 2021 6494 21
573034 41 1935 6473 19
573042 40 2314 6161 18
573075 116 1928 6587 6
573084 122 1562 6838 20
573118 83 1942 6545 28
573119 123 2207 6537 29
573126 72 2119 6421 56
573147 43 2447 6081 15
573159 131 1670 6884 34
573165 135 1927 6565 19
573188 74 2262 6507 1
573191 129 2011 6575 23
573216 71 1972 6465 26
573219 54 2070 6324 23
573258 75 1877 6526 35
573272 81 2232 6461 2
573272 69 2420 6142 1
573279 76 1965 6500 2
573314 48 1890 6447 23
573327 138 1592 6929 28
573341 137 1850 6598 1
573342 136 2013 6553 19
573347 133 1562 7020 23
573355 134 1755 6516 3
573357 132 2140 6469 21
573396 46 2175 6375 19
573411 55 2030 6476 28
573424 65 1945 6470 36
573430 42 2515 6050 22
573431 73 1866 6569 46
573448 63 1751 6529 26
573465 66 1901 6478 21
573524 82 2021 6492 20
573528 41 1934 6472 20
573537 40 2312 6160 17
573562 122 1560 6840 21
573569 116 1928 6587 1
573611 123 2209 6539 27
573612 83 1941 6543 22
573620 72 2117 6420 59
573624 43 2447 6079 17
573636 131 1671 6885 40
573657 135 1930 6566 21
573666 74 2261 6506 2
573684 129 2013 6577 21
573694 71 1971 6463 27
573697 54 2069 6322 20
573737 75 1878 6526 34
573749 81 2232 6460 1
573767 69 2419 6140 0
573776 76 1965 6501 2
573791 48 1889 6446 21
573819 136 2015 6553 22
573820 138 1594 6931 28
573825 133 1562 7024 23
573835 137 1857 6598 3
573835 132 2140 6471 27
573849 134 1757 6518 2
573890 46 2175 6374 20
573902 65 1945 6472 35
573905 55 2029 6474 26
573923 42 2513 6046 24
573924 73 1867 6571 43
573941 63 1752 6530 25
573959 66 1902 6479 20
574002 82 2021 6494 19
574007 41 1934 6472 22
574031 40 2315 6160 17
574047 116 1927 6586 0
574056 122 1555 6838 20
574088 123 2208 6536 31
574090 83 1943 6545 21
574098 72 2119 6421 57
574117 43 2447 6081 16
574129 131 1671 6884 36
574150 135 1929 6564 22
574160 74 2262 6508 2
574162 129 2011 6574 22
574188 71 1973 6464 28
574190 54 2070 6322 22
574231 75 1877 6527 32
574243 81 2232 6462 1
574251 76 1965 6500 4
574261 69 2420 6143 1
574285 48 1890 6446 20
574297 138 1594 6930 26
574312 136 2013 6552 21
574313 137 1863 6598 3
574318 133 1561 7020 25
574328 132 2138 6470 23
574342 134 1755 6516 3
574382 55 2030 6476 22
574384 46 2175 6376 19
574396 65 1944 6470 43
574401 42 2514 6049 24
574402 73 1865 6570 46
574435 63 1751 6529 25
574437 66 1901 6478 22
574496 82 2021 6492 20
574501 41 1933 6472 19
574509 40 2313 6160 19
574541 116 1928 6588 2
574549 122 1554 6841 19
574581 123 2211 6538 30
574584 83 1941 6543 24
574592 72 2117 6420 58
574610 43 2446 6080 19
574622 131 1673 6886 35
574643 135 1933 6566 22
574654 74 2261 6506 4
574655 129 2011 6576 21
574666 71 1972 6462 28
574684 54 2069 6321 21
574720 81 2231 6460 0
574726 75 1878 6527 34
574740 69 2419 6140 1
574745 76 1965 6500 2
574778 48 1888 6445 23
574790 138 1595 6931 26
574805 136 2014 6554 19
574806 137 1870 6600 4
574812 133 1558 7025 25
574829 134 1756 6518 3
574830 132 2139 6472 25
574862 46 2174 6373 20
574876 55 2029 6472 26
574890 65 1944 6472 37
574894 42 2513 6046 23
574895 73 1867 6572 46
574913 63 1753 6531 26
574931 66 1902 6480 19
574973 82 2020 6493 20
574995 41 1934 6473 21
575003 40 2314 6161 18
575019 116 1927 6584 2
575027 122 1550 6838 21
575074 123 2211 6537 26
575078 83 1942 6544 20
575085 72 2119 6422 56
575087 43 2447 6080 12
575099 131 1672 6883 36
575119 135 1933 6563 23
575132 74 2262 6509 2
575148 129 2010 6576 29
575160 71 1972 6464 28
575161 54 2070 6321 24
575204 75 1877 6525 34
575214 81 2232 6461 2
575234 69 2419 6142 2
575238 76 1965 6500 2
575256 48 1890 6446 24
575282 138 1595 6930 27
575283 136 2014 6552 22
575289 133 1553 7020 25
575303 132 2137 6471 24
575303 137 1874 6598 4
575313 134 1755 6517 1
575356 46 2174 6374 19
575368 65 1944 6469 37
575370 55 2030 6474 24
575388 42 2515 6049 18
575388 73 1865 6568 45
575406 63 1753 6528 25
575425 66 1901 6479 20
575467 82 2019 6491 20
575473 41 1932 6472 20
575481 40 2313 6160 17
575513 116 1929 6587 3
575521 122 1550 6841 21
575556 83 1941 6543 19
575563 72 2118 6419 57
575566 123 2213 6539 27
575580 43 2446 6078 14
575592 131 1674 6886 35
575612 135 1938 6565 22
575626 74 2261 6506 1
575641 129 2010 6577 23
575653 71 1972 6462 27
575655 54 2070 6319 22
575698 75 1877 6527 34
575707 81 2232 6461 0
575712 69 2419 6141 1
575716 76 1964 6500 2
575749 48 1888 6444 22
575775 138 1595 6931 28
575776 136 2016 6554 19
575777 137 1880 6598 4
575783 133 1548 7024 26
575793 132 2137 6471 23
575807 134 1756 6518 2
575834 46 2173 6374 16
575847 55 2029 6472 27
575861 65 1944 6471 38
575865 42 2514 6046 21
575882 73 1866 6573 46
575900 63 1754 6531 25
575902 66 1902 6478 20
575961 82 2019 6492 21
575967 41 1934 6473 20
575975 40 2315 6162 18
576007 116 1930 6585 2
576015 122 1546 6838 21
576043 123 2213 6535 23
576050 83 1943 6545 22
576057 72 2120 6422 56
576073 43 2447 6080 16
576086 131 1673 6885 36
576105 135 1939 6562 21
576119 129 2008 6575 15
576119 74 2262 6508 0
576131 71 1973 6463 28
576149 54 2071 6321 22
576177 75 1876 6526 33
576200 81 2232 6462 2
576207 69 2420 6142 1
576210 76 1965 6500 2
576243 48 1890 6445 21
576252 138 1592 6929 29
576269 136 2015 6552 20
576271 137 1883 6597 2
576276 133 1542 7020 28
576285 134 1754 6516 0
576286 132 2134 6470 23
576328 46 2173 6374 20
576341 55 2031 6474 26
576355 65 1943 6470 38
576359 42 2516 6049 24
576359 73 1864 6570 45
576377 63 1754 6529 24
576396 66 1899 6478 20
576439 82 2018 6489 20
576445 41 1932 6471 19
576469 40 2315 6160 18
576485 116 1931 6587 2
576492 122 1545 6841 21
576536 123 2215 6540 28
576544 83 1941 6543 25
576550 43 2446 6078 16
576551 72 2120 6419 57
576579 131 1674 6886 36
576597 74 2261 6506 0
576598 135 1943 6565 21
576612 129 2008 6577 23
576625 71 1972 6462 27
576627 54 2070 6320 21
576671 75 1877 6528 33
576678 81 2232 6460 5
576688 76 1965 6500 2
576701 69 2419 6141 2
576720 48 1889 6444 20
576746 136 2017 6554 20
576746 138 1586 6930 27
576754 133 1538 7024 26
576767 132 2135 6472 26
576767 137 1886 6599 6
576778 134 1755 6518 3
576822 46 2172 6372 20
576833 65 1944 6472 37
576834 55 2030 6472 24
576852 42 2515 6046 25
576853 73 1865 6572 45
576871 63 1756 6532 25
576890 66 1900 6479 21
576933 82 2018 6492 19
576939 41 1934 6472 19
576948 40 2317 6162 17
576979 116 1930 6586 1
576986 122 1542 6838 20
577022 83 1943 6544 22
577029 72 2121 6421 58
577029 123 2213 6536 29
577043 43 2447 6078 15
577056 131 1673 6884 35
577074 135 1941 6562 21
577091 74 2262 6508 1
577105 129 2007 6575 23
577119 71 1973 6464 27
577120 54 2070 6322 21
577166 75 1876 6526 33
577171 81 2232 6462 2
577180 69 2419 6143 2
577182 76 1964 6500 1
577214 48 1890 6444 21
577238 138 1576 6929 28
577239 136 2015 6553 19
577242 137 1886 6597 4
577248 133 1534 7020 27
577257 132 2132 6470 25
577272 134 1754 6517 1
577300 46 2172 6374 20
577312 55 2031 6474 22
577327 65 1943 6470 31
577333 42 2515 6048 23
577346 73 1864 6570 46
577364 63 1754 6529 25
577368 66 1898 6479 19
577427 82 2017 6490 19
577433 41 1932 6472 20
577442 40 2316 6161 17
577473 116 1931 6588 2
577480 122 1540 6840 20
577506 123 2217 6539 29
577516 83 1941 6543 21
577522 72 2121 6419 58
577536 43 2445 6078 13
577549 131 1674 6886 34
577567 135 1943 6564 24
577569 74 2261 6507 2
577582 129 2008 6578 24
577597 71 1973 6461 27
577614 54 2070 6320 22
577644 75 1877 6526 33
577665 81 2231 6460 0
577674 69 2418 6142 2
577676 76 1965 6501 4
577707 48 1890 6442 24
577731 138 1567 6929 28
577732 136 2017 6553 19
577735 137 1887 6598 4
577741 133 1534 7023 30
577749 134 1754 6518 2
577750 132 2135 6473 27
577795 46 2171 6374 19
577805 65 1943 6472 37
577805 55 2030 6471 26
577824 42 2514 6045 20
577824 73 1864 6573 45
577842 63 1756 6531 26
577862 66 1898 6480 20
577905 82 2017 6492 21
577912 41 1934 6471 19
577936 40 2318 6161 18
577951 116 1930 6585 4
577958 122 1538 6839 20
577998 123 2216 6536 28
578010 83 1942 6546 23
578016 72 2123 6421 56
578029 43 2447 6078 16
578042 131 1673 6884 35
578059 135 1941 6562 23
578063 74 2263 6508 0
578075 129 2008 6576 23
578091 71 1973 6464 29
578092 54 2071 6322 22
578138 75 1876 6525 34
578142 81 2231 6462 2
578154 76 1964 6500 2
578168 69 2419 6144 2
578185 48 1890 6444 24
578207 138 1559 6929 28
578219 133 1532 7020 25
578225 136 2013 6553 21
578228 132 2133 6469 21
578229 137 1888 6598 4
578243 134 1752 6516 2
578289 46 2171 6374 19
578299 55 2031 6473 27
578299 65 1942 6470 37
578317 73 1863 6569 46
578317 42 2515 6049 21
578335 63 1756 6528 25
578356 66 1897 6479 19
578399 82 2016 6490 21
578406 41 1932 6471 19
578414 40 2316 6161 17
578445 116 1931 6586 1
578451 122 1536 6840 21
578488 83 1941 6543 22
578491 123 2218 6540 29
578494 72 2122 6420 56
578507 43 2446 6078 17
578519 131 1674 6886 35
578536 135 1941 6564 21
578557 74 2262 6506 1
578569 129 2009 6578 22
578585 71 1972 6461 26
578585 54 2070 6320 22
578617 75 1878 6528 31
578636 81 2231 6461 2
578647 69 2418 6142 1
578647 76 1965 6501 1
578678 48 1889 6442 21
578700 138 1555 6930 28
578702 136 2014 6555 22
578707 137 1891 6599 4
578712 133 1534 7022 28
578721 132 2134 6472 22
578737 134 1753 6517 1
578767 46 2170 6373 20
578776 55 2031 6470 26
578793 65 1942 6472 36
578795 42 2515 6046 24
578810 73 1865 6572 45
578829 63 1758 6532 24
578833 66 1897 6481 20
578893 82 2017 6493 20
578900 41 1934 6472 24
578908 40 2318 6162 17
578923 116 1931 6584 1
578945 122 1533 6837 20
578982 83 1942 6544 22
578984 123 2217 6538 30
578988 72 2124 6421 56
579000 43 2447 6079 17
579012 131 1672 6884 36
579029 135 1939 6561 20
579035 74 2263 6508 0
579046 129 2010 6576 21
579062 71 1972 6463 27
579079 54 2071 6322 21
579111 75 1876 6525 33
579129 81 2232 6460 2
579141 69 2418 6143 1
579141 76 1965 6500 2
579172 48 1891 6442 22
579193 138 1552 6929 28
579195 136 2010 6554 21
579200 137 1894 6597 3
579206 133 1535 7017 28
579214 134 1753 6516 2
579215 132 2134 6470 22
579261 46 2170 6374 21
579270 55 2031 6472 23
579271 65 1941 6470 38
579288 73 1863 6570 47
579288 42 2515 6049 27
579306 63 1757 6529 25
579327 66 1896 6477 25
579371 82 2017 6490 21
579378 41 1932 6470 20
579386 40 2317 6162 17
579417 116 1932 6586 3
579423 122 1533 6839 20
579460 83 1941 6543 21
579461 123 2219 6538 30
579466 72 2122 6420 61
579493 43 2447 6079 16
579505 131 1673 6886 36
579521 135 1939 6563 22
579529 74 2261 6507 2
579539 129 2013 6579 22
579556 71 1972 6462 27
579557 54 2071 6319 22
579606 75 1877 6527 32
579606 81 2231 6460 1
579619 76 1965 6500 2
579619 69 2418 6142 2
579649 48 1890 6440 23
579670 138 1549 6930 26
579683 133 1536 7021 27
579688 136 2011 6554 16
579698 132 2135 6472 21
579699 137 1898 6599 3
579708 134 1753 6517 2
579755 46 2170 6372 20
579763 55 2031 6471 25
579765 65 1942 6472 37
579781 73 1864 6572 47
579782 42 2515 6047 23
579800 63 1759 6531 22
579821 66 1895 6479 21
579865 82 2018 6492 20
579872 41 1933 6470 20
579881 40 2319 6163 18
579911 116 1932 6584 0
579917 122 1530 6837 20
579953 123 2216 6536 28
579954 83 1941 6545 20
579959 72 2125 6421 56
579970 43 2448 6080 13
579983 131 1671 6884 35
580014 135 1936 6561 22
580023 74 2263 6508 1
580032 129 2013 6576 20
580050 71 1972 6463 26
580050 54 2071 6320 22
580084 75 1876 6526 34
580100 81 2231 6461 0
580113 76 1965 6501 1
580114 69 2418 6143 2
580143 48 1891 6440 24
580163 138 1546 6928 29
580166 136 2008 6552 20
580171 137 1901 6596 4
580177 133 1537 7017 27
580186 132 2133 6470 24
580201 134 1753 6516 2
580233 46 2170 6372 17
580241 55 2032 6472 26
580258 65 1941 6470 36
580259 42 2517 6049 20
580275 73 1862 6570 45
580293 63 1757 6528 25
