# Time Mote_ID Temperature Motion CO2
650 5 363 2550 965
651 0 365 2555 907
651 1 281 2564 904
651 2 262 2621 895
651 3 379 2309 998
651 4 370 2657 920
651 5 363 2609 967
652 0 365 2540 908
652 1 282 2564 907
652 2 262 2621 895
652 3 379 2304 997
652 4 370 2658 921
652 5 363 2581 965
653 0 365 2515 907
653 1 281 2563 904
653 2 262 2607 894
653 3 379 2358 999
653 4 370 2656 920
653 5 363 2604 965
654 0 365 2515 906
654 1 282 2562 907
654 2 262 2620 895
654 3 379 2285 998
654 4 370 2657 917
654 5 363 2546 965
655 0 365 2465 907
655 1 282 2564 904
655 2 262 2621 894
655 3 379 2353 999
655 4 370 2656 920
655 5 363 2603 967
656 0 365 2512 907
656 1 282 2562 905
656 2 262 2620 895
656 3 379 2316 998
656 4 370 2657 920
656 5 363 2614 967
657 0 365 2513 907
657 1 282 2563 904
657 2 262 2620 895
657 3 379 2301 999
657 4 370 2656 920
657 5 363 2561 965
658 0 365 2478 907
658 1 282 2562 904
658 2 262 2621 895
658 3 379 2294 998
658 4 370 2657 920
658 5 363 2567 965
659 0 365 2527 907
659 1 282 2562 904
659 2 262 2619 895
659 3 379 2345 999
659 4 370 2657 917
659 5 363 2573 962
660 0 365 2486 907
660 1 282 2564 904
660 2 262 2620 895
660 3 379 2372 999
660 4 370 2657 920
660 5 363 2557 965
661 0 365 2508 907
661 1 282 2563 907
661 2 262 2621 894
661 3 379 2319 999
661 4 370 2656 920
661 5 363 2582 964
662 0 365 2519 908
662 1 282 2564 904
662 2 262 2621 894
662 3 379 2307 998
662 4 370 2657 920
662 5 363 2589 967
663 0 365 2497 907
663 1 281 2562 904
663 2 262 2620 895
663 3 379 2366 999
663 4 370 2657 920
663 5 363 2581 967
664 0 365 2535 908
664 1 281 2564 904
664 2 262 2621 895
664 3 379 2346 998
664 4 370 2657 920
664 5 363 2559 891
665 0 365 2539 907
665 1 281 2562 904
665 2 262 2621 895
665 3 379 2285 999
665 4 370 2656 920
665 5 363 2551 966
666 0 365 2513 907
666 1 281 2563 905
666 2 262 2621 895
666 3 379 2355 998
666 4 370 2657 920
666 5 363 2619 890
667 0 365 2533 907
667 1 281 2562 904
667 2 262 2619 895
667 3 379 2301 999
667 4 370 2657 921
667 5 363 2569 965
668 0 365 2528 907
668 1 281 2563 904
668 2 262 2621 895
668 3 379 2348 998
668 4 370 2658 920
668 5 363 2583 965
669 0 365 2501 907
669 1 281 2562 904
669 2 262 2621 894
669 3 379 2330 998
669 4 370 2656 920
669 5 363 2557 965
670 0 365 2511 907
670 1 282 2563 904
670 2 262 2621 895
670 3 379 2331 998
670 4 370 2658 921
670 5 363 2631 965
671 0 365 2495 907
671 1 282 2561 904
671 2 262 2619 895
671 3 379 2312 998
671 4 370 2657 922
671 5 363 2613 965
672 0 365 2523 907
672 1 282 2563 904
672 2 262 2620 891
672 3 380 2353 998
672 4 370 2656 921
672 5 363 2595 967
673 0 365 2466 907
673 1 282 2563 904
673 2 262 2621 895
673 3 379 2336 998
673 4 370 2657 921
673 5 363 2641 965
674 0 365 2462 908
674 1 282 2563 905
674 2 262 2621 895
674 3 379 2326 998
674 4 370 2656 921
674 5 363 2614 891
675 0 365 2471 908
675 1 282 2563 905
675 2 262 2621 895
675 3 379 2320 998
675 4 370 2658 920
675 5 363 2575 967
676 0 365 2473 907
676 1 282 2563 904
676 2 262 2280 892
676 3 379 2347 997
676 4 370 2658 920
676 5 363 2610 965
677 0 365 2549 906
677 1 282 2564 904
677 2 262 2620 895
677 3 379 2355 999
677 4 370 2656 920
677 5 363 2566 965
678 0 365 2465 908
678 1 282 2564 904
678 2 262 2620 895
678 3 379 2329 998
678 4 370 2658 920
678 5 363 2604 967
679 0 365 2487 907
679 1 282 2562 907
679 2 261 2620 895
679 3 379 2308 998
679 4 370 2657 920
679 5 363 2496 965
680 0 365 2522 907
680 1 282 2563 907
680 2 261 2621 895
680 3 379 2349 998
680 4 370 2657 920
680 5 363 2594 965
681 0 365 2510 908
681 1 282 2564 904
681 2 261 2621 895
681 3 379 2333 998
681 4 370 2656 921
681 5 363 2568 965
682 0 365 2476 907
682 1 282 2563 904
682 2 261 2618 895
682 3 379 2357 999
682 4 370 2656 920
682 5 363 2580 965
683 0 365 2552 908
683 1 282 2563 904
683 2 261 2609 894
683 3 379 2329 999
683 4 370 2657 920
683 5 363 2622 965
684 0 365 2525 907
684 1 282 2564 907
684 2 261 2621 895
684 3 379 2372 999
684 4 370 2656 920
684 5 363 2583 965
685 0 365 2516 908
685 1 282 2564 904
685 2 261 2620 895
685 3 379 2341 999
685 4 370 2656 920
685 5 363 2555 965
686 0 365 2515 907
686 1 282 2562 904
686 2 261 2621 894
686 3 379 2363 999
686 4 370 2656 920
686 5 363 2582 964
687 0 365 2541 907
687 1 282 2563 905
687 2 261 2616 895
687 3 379 2375 999
687 4 370 2656 919
687 5 363 2572 967
688 0 365 2466 907
688 1 282 2563 904
688 2 261 2387 894
688 3 379 2340 999
688 4 370 2656 921
688 5 363 2489 965
689 0 365 2597 907
689 1 283 2562 904
689 2 261 2312 895
689 3 379 2324 999
689 4 370 2657 920
689 5 363 2597 965
690 0 365 2555 907
690 1 282 2563 904
690 2 261 2621 895
690 3 379 2318 998
690 4 370 2656 920
690 5 363 2489 965
691 0 365 2562 907
691 1 282 2564 904
691 2 261 2621 894
691 3 379 2315 999
691 4 370 2657 921
691 5 363 2532 967
692 0 365 2502 907
692 1 282 2563 904
692 2 261 2620 895
692 3 379 2320 999
692 4 370 2656 921
692 5 363 2581 965
693 0 365 2473 908
693 1 282 2563 904
693 2 261 2621 895
693 3 379 2333 999
693 4 370 2657 920
693 5 363 2587 967
694 0 365 2555 907
694 1 282 2563 907
694 2 261 2620 895
694 3 379 2347 998
694 4 370 2656 920
694 5 363 2603 891
695 0 365 2478 907
695 1 283 2564 904
695 2 261 2620 895
695 3 380 2374 999
695 4 370 2656 920
695 5 363 2570 965
696 0 365 2492 907
696 1 282 2564 907
696 2 261 2621 895
696 3 380 2340 999
696 4 370 2656 920
696 5 363 2572 964
697 0 365 2519 908
697 1 283 2562 904
697 2 261 2620 895
697 3 379 2362 999
697 4 370 2657 921
697 5 363 2629 966
698 0 365 2513 907
698 1 283 2563 904
698 2 261 2621 895
698 3 380 2294 999
698 4 370 2658 921
698 5 363 2578 967
699 0 365 2532 907
699 1 282 2564 907
699 2 261 2619 895
699 3 379 2290 999
699 4 370 2655 920
699 5 363 2614 967
700 0 365 2553 907
700 1 283 2564 904
700 2 261 2619 895
700 3 380 2333 998
700 4 370 2656 921
700 5 363 2577 967
701 0 365 2509 903
701 1 283 2564 904
701 2 261 2453 895
701 3 380 2354 998
701 4 370 2658 920
701 5 363 2595 967
702 0 365 2508 907
702 1 282 2563 904
702 2 261 2620 894
702 3 379 2286 998
702 4 370 2656 921
702 5 363 2552 965
703 0 365 2499 907
703 1 282 2563 904
703 2 261 2620 895
703 3 380 2309 999
703 4 370 2656 920
703 5 363 2528 967
704 0 365 2487 907
704 1 282 2564 904
704 2 261 2621 895
704 3 380 2315 998
704 4 370 2657 920
704 5 363 2577 962
705 0 365 2541 907
705 1 282 2564 907
705 2 261 2621 895
705 3 380 2342 998
705 4 370 2656 921
705 5 363 2543 965
706 0 365 2501 907
706 1 283 2562 905
706 2 261 2608 894
706 3 380 2380 999
706 4 370 2656 921
706 5 363 2568 965
707 0 365 2538 907
707 1 283 2562 904
707 2 261 2621 895
707 3 380 2336 998
707 4 370 2656 921
707 5 363 2588 964
708 0 365 2506 907
708 1 282 2563 904
708 2 261 2620 895
708 3 380 2381 998
708 4 370 2656 920
708 5 363 2618 964
709 0 365 2523 907
709 1 282 2561 904
709 2 261 2620 894
709 3 380 2359 999
709 4 370 2656 920
709 5 363 2614 965
710 0 364 2545 907
710 1 282 2563 904
710 2 261 2618 894
710 3 379 2326 998
710 4 370 2657 920
710 5 363 2578 964
711 0 365 2490 907
711 1 282 2564 904
711 2 261 2621 895
711 3 380 2329 998
711 4 370 2657 917
711 5 363 2618 965
712 0 365 2508 904
712 1 282 2564 907
712 2 261 2608 895
712 3 380 2309 998
712 4 370 2656 920
712 5 364 2529 965
713 0 365 2534 908
713 1 282 2563 907
713 2 261 2621 895
713 3 380 2312 999
713 4 370 2656 920
713 5 363 2587 965
714 0 365 2575 907
714 1 282 2563 905
714 2 261 2620 894
714 3 380 2397 999
714 4 370 2657 920
714 5 363 2562 965
715 0 364 2549 903
715 1 282 2563 903
715 2 261 2620 894
715 3 380 2324 999
715 4 370 2658 920
715 5 363 2539 965
716 0 365 2562 904
716 1 282 2563 907
716 2 261 2621 895
716 3 380 2327 999
716 4 370 2657 921
716 5 363 2557 966
717 0 364 2466 908
717 1 282 2562 904
717 2 261 2621 894
717 3 380 2356 999
717 4 370 2656 920
717 5 363 2583 965
718 0 365 2491 907
718 1 282 2563 904
718 2 261 2621 895
718 3 380 2288 999
718 4 370 2656 920
718 5 363 2521 964
719 0 364 2495 908
719 1 282 2563 904
719 2 262 2621 895
719 3 380 2355 999
719 4 370 2657 920
719 5 363 2624 965
720 0 365 2528 908
720 1 282 2563 904
720 2 261 2620 895
720 3 380 2473 999
720 4 370 2655 920
720 5 363 2560 965
721 0 365 2528 903
721 1 282 2564 904
721 2 262 2620 894
721 3 380 2312 999
721 4 370 2656 920
721 5 363 2616 965
722 0 364 2563 907
722 1 282 2564 905
722 2 262 2619 895
722 3 380 2333 999
722 4 370 2656 920
722 5 363 2589 964
723 0 364 2211 907
723 1 282 2557 907
723 2 261 2067 894
723 3 380 2333 999
723 4 370 2656 921
723 5 363 2608 965
724 0 364 2326 907
724 1 283 2467 904
724 2 262 2619 895
724 3 380 2323 999
724 4 370 2656 921
724 5 363 2606 965
725 0 365 2700 907
725 1 282 2563 905
725 2 262 2621 894
725 3 380 2310 1000
725 4 370 2658 920
725 5 363 2588 965
726 0 364 2490 907
726 1 283 1501 904
726 2 262 2560 895
726 3 380 2378 1000
726 4 370 2655 920
726 5 363 2612 967
727 0 364 2478 907
727 1 283 2563 905
727 2 262 2508 895
727 3 380 2288 1000
727 4 370 2656 920
727 5 363 2659 964
728 0 365 2504 907
728 1 283 2563 904
728 2 262 2618 895
728 3 380 2586 999
728 4 370 2657 920
728 5 363 2158 965
729 0 364 2507 907
729 1 283 2563 904
729 2 262 2619 895
729 3 380 2345 999
729 4 370 2657 920
729 5 363 1869 965
730 0 364 2364 907
730 1 283 2563 904
730 2 262 2621 895
730 3 380 2348 999
730 4 370 2657 920
730 5 363 2691 965
731 0 364 2291 907
731 1 282 2562 904
731 2 262 2620 895
731 3 380 2307 999
731 4 370 2657 921
731 5 363 2535 966
732 0 364 2703 908
732 1 282 2565 904
732 2 262 2621 895
732 3 380 2322 998
732 4 370 2656 920
732 5 363 2529 966
733 0 364 2700 907
733 1 282 2548 904
733 2 262 2620 895
733 3 380 2362 999
733 4 370 2656 921
733 5 363 2230 967
734 0 364 2491 907
734 1 282 436 904
734 2 262 2610 894
734 3 380 2339 998
734 4 370 655 920
734 5 363 2567 965
735 0 364 2509 907
735 1 282 1863 904
735 2 262 2620 895
735 3 380 2309 999
735 4 370 2657 920
735 5 363 2633 967
736 0 364 2486 908
736 1 282 2563 904
736 2 262 2551 891
736 3 380 2397 999
736 4 370 2656 920
736 5 363 2534 965
737 0 364 2572 907
737 1 282 2560 904
737 2 262 2554 894
737 3 380 2345 999
737 4 370 2146 920
737 5 364 2613 890
738 0 364 2571 908
738 1 282 2563 907
738 2 262 2620 894
738 3 380 2387 999
738 4 370 1597 920
738 5 363 2596 965
739 0 364 2561 907
739 1 282 2337 904
739 2 262 2390 895
739 3 380 2320 999
739 4 370 2657 920
739 5 363 2598 967
740 0 364 2501 907
740 1 282 2558 904
740 2 262 1831 895
740 3 380 2302 999
740 4 370 2656 920
740 5 363 2570 965
741 0 364 2505 907
741 1 282 2564 904
741 2 262 2501 895
741 3 380 2312 999
741 4 370 2657 921
741 5 363 2557 965
742 0 364 2590 907
742 1 282 2562 907
742 2 262 1418 895
742 3 380 2346 998
742 4 370 2657 920
742 5 363 2571 965
743 0 364 2539 907
743 1 282 2562 904
743 2 262 2620 894
743 3 380 2323 999
743 4 370 2658 922
743 5 363 2588 965
744 0 364 2571 907
744 1 282 2551 904
744 2 262 2620 895
744 3 380 2351 1000
744 4 369 2657 920
744 5 363 2597 965
745 0 364 2540 907
745 1 283 2563 907
745 2 262 2620 895
745 3 380 2341 1000
745 4 370 2656 920
745 5 363 2562 965
746 0 364 2492 904
746 1 282 2563 903
746 2 262 2621 895
746 3 380 2374 999
746 4 370 2656 920
746 5 363 2572 965
747 0 364 2490 907
747 1 282 2562 905
747 2 262 2606 894
747 3 379 2353 999
747 4 370 2656 920
747 5 363 2562 967
748 0 364 2477 907
748 1 282 2564 903
748 2 262 2616 895
748 3 380 2310 999
748 4 370 2656 920
748 5 363 2574 965
749 0 364 2568 908
749 1 282 2554 904
749 2 262 2585 895
749 3 380 2367 1000
749 4 370 2657 920
749 5 363 2566 965
750 0 364 2579 907
750 1 282 2564 904
750 2 262 2560 895
750 3 380 2353 1000
750 4 370 2656 920
750 5 363 2562 966
751 0 364 2569 907
751 1 283 2470 904
751 2 262 2092 891
751 3 380 2329 1000
751 4 370 2656 920
751 5 363 2595 965
752 0 364 2531 907
752 1 283 2562 904
752 2 262 2621 895
752 3 380 2345 999
752 4 370 2655 920
752 5 363 2576 965
753 0 364 2575 907
753 1 283 2562 905
753 2 262 2588 895
753 3 380 2326 999
753 4 370 2656 920
753 5 363 2579 965
754 0 364 2532 907
754 1 283 2562 904
754 2 262 2621 894
754 3 380 2293 1000
754 4 370 2656 921
754 5 363 2550 965
755 0 364 2536 907
755 1 283 2562 904
755 2 262 2620 895
755 3 380 2345 1000
755 4 370 2657 920
755 5 363 2584 965
756 0 364 2527 904
756 1 283 2563 904
756 2 261 2620 894
756 3 380 2314 1000
756 4 370 2656 921
756 5 363 2566 965
757 0 364 2540 907
757 1 283 2561 904
757 2 261 2483 895
757 3 380 2304 999
757 4 370 2656 920
757 5 363 2602 965
758 0 364 2520 907
758 1 283 2562 905
758 2 261 2621 895
758 3 380 2345 999
758 4 370 2656 921
758 5 363 2577 890
759 0 364 2582 907
759 1 283 2562 904
759 2 261 2619 895
759 3 380 2282 999
759 4 370 2656 919
759 5 363 2599 965
760 0 364 2539 907
760 1 283 2563 905
760 2 261 2451 894
760 3 380 2267 999
760 4 370 2656 920
760 5 363 2543 965
761 0 364 2532 907
761 1 283 2563 904
761 2 261 2601 894
761 3 380 2337 999
761 4 370 2656 921
761 5 363 2554 962
762 0 364 2481 908
762 1 283 2564 904
762 2 261 2621 894
762 3 380 2324 999
762 4 370 2656 920
762 5 363 2577 965
763 0 364 2491 907
763 1 282 2562 904
763 2 261 2620 895
763 3 380 2291 999
763 4 370 2656 921
763 5 363 2578 966
764 0 364 2558 907
764 1 282 2551 904
764 2 262 2556 895
764 3 380 2333 999
764 4 370 2653 921
764 5 363 2523 965
765 0 364 2553 907
765 1 282 2564 904
765 2 262 2620 894
765 3 380 2315 1000
765 4 369 2608 920
765 5 363 2580 961
766 0 364 2538 907
766 1 282 2177 904
766 2 262 2619 894
766 3 380 2351 999
766 4 370 2656 920
766 5 363 2564 967
767 0 364 2537 907
767 1 282 2563 903
767 2 262 2621 895
767 3 380 2319 999
767 4 370 2656 921
767 5 363 2615 965
768 0 364 2550 907
768 1 282 2562 904
768 2 262 2580 895
768 3 380 2310 999
768 4 370 2657 922
768 5 364 2635 965
769 0 364 2536 907
769 1 282 2564 907
769 2 262 2621 895
769 3 380 2342 999
769 4 370 2656 920
769 5 364 2584 965
770 0 364 2504 907
770 1 282 2563 907
770 2 262 2620 895
770 3 380 2279 999
770 4 370 2656 920
770 5 363 2583 965
771 0 364 2525 903
771 1 281 2563 905
771 2 262 2620 895
771 3 380 2378 999
771 4 370 2656 920
771 5 363 2574 965
772 0 364 2540 907
772 1 281 2562 903
772 2 262 2620 894
772 3 380 2320 999
772 4 370 2656 920
772 5 363 2513 965
773 0 364 2487 907
773 1 281 2564 904
773 2 262 2621 895
773 3 380 2349 1000
773 4 370 2656 920
773 5 364 2552 965
774 0 364 2465 907
774 1 281 2563 904
774 2 262 1733 895
774 3 380 2326 1000
774 4 369 2656 920
774 5 364 2543 965
775 0 364 2530 907
775 1 281 2562 904
775 2 262 2621 895
775 3 380 2301 1000
775 4 370 2656 920
775 5 363 2566 965
776 0 364 2585 908
776 1 281 2564 904
776 2 262 2615 895
776 3 380 2342 1000
776 4 369 2656 921
776 5 364 2588 965
777 0 364 2496 907
777 1 280 2562 905
777 2 262 2621 895
777 3 380 2340 1000
777 4 370 2657 920
777 5 364 2554 965
778 0 364 2560 907
778 1 280 2564 905
778 2 262 2598 894
778 3 380 2329 1000
778 4 370 2656 920
778 5 364 2574 965
779 0 364 2505 907
779 1 280 2562 907
779 2 262 2621 895
779 3 380 2315 1000
779 4 370 2656 920
779 5 364 2514 962
780 0 364 2539 907
780 1 280 2563 905
780 2 262 2621 895
780 3 380 2336 1000
780 4 370 2657 920
780 5 363 2578 965
781 0 364 2543 907
781 1 280 2563 904
781 2 262 2617 895
781 3 380 2362 1000
781 4 370 2656 920
781 5 364 2593 965
782 0 364 2499 907
782 1 281 2563 904
782 2 262 2618 895
782 3 380 2350 1000
782 4 370 2656 920
782 5 364 2612 965
783 0 364 2495 907
783 1 281 2564 904
783 2 262 2619 891
783 3 380 2352 1000
783 4 370 2656 920
783 5 364 2524 965
784 0 364 2573 907
784 1 281 2562 904
784 2 262 2617 895
784 3 380 2334 1000
784 4 370 2657 920
784 5 364 2568 965
785 0 364 2503 907
785 1 280 2563 904
785 2 263 2619 895
785 3 380 2301 1000
785 4 370 2656 921
785 5 364 2593 965
786 0 364 2580 907
786 1 280 2563 904
786 2 263 2620 894
786 3 380 2386 1000
786 4 370 2656 920
786 5 364 2567 967
787 0 364 2500 907
787 1 280 2549 904
787 2 262 2569 895
787 3 380 2378 1000
787 4 370 2657 920
787 5 364 2541 965
788 0 364 2570 907
788 1 280 2564 904
788 2 263 2553 895
788 3 380 2303 1000
788 4 370 2657 920
788 5 364 2608 965
789 0 364 2486 907
789 1 280 2559 905
789 2 263 2608 891
789 3 380 2296 999
789 4 370 2656 921
789 5 364 2589 965
790 0 364 2548 907
790 1 280 2564 904
790 2 263 2253 895
790 3 380 2310 999
790 4 370 2657 920
790 5 364 2607 965
791 0 364 2491 903
791 1 280 2562 904
791 2 263 2523 895
791 3 380 2308 1000
791 4 370 2657 920
791 5 364 2564 964
792 0 364 2515 907
792 1 280 2563 905
792 2 263 2620 895
792 3 380 2373 999
792 4 370 2656 920
792 5 364 2599 966
793 0 364 2528 907
793 1 280 2563 905
793 2 263 2620 894
793 3 380 2375 1000
793 4 370 2656 920
793 5 364 2606 967
794 0 364 2538 907
794 1 280 2563 904
794 2 263 2608 892
794 3 380 2315 999
794 4 370 2656 920
794 5 364 2607 965
795 0 364 2581 907
795 1 280 2563 904
795 2 263 2016 895
795 3 380 2329 999
795 4 370 2656 920
795 5 364 2587 965
796 0 364 2527 907
796 1 280 2563 904
796 2 263 2620 891
796 3 380 2330 999
796 4 370 2656 917
796 5 364 2563 967
797 0 364 2551 907
797 1 280 2564 905
797 2 263 2621 894
797 3 380 2358 999
797 4 370 2656 920
797 5 364 2626 965
798 0 364 2539 907
798 1 280 2563 905
798 2 263 2619 895
798 3 380 2335 999
798 4 370 2657 920
798 5 364 2549 965
799 0 364 2563 907
799 1 279 2564 904
799 2 263 2600 894
799 3 380 2317 999
799 4 370 2656 917
799 5 364 2562 965
800 0 364 2547 904
800 1 279 2564 904
800 2 263 2444 894
800 3 380 2312 999
800 4 370 2656 920
800 5 364 2568 967
801 0 364 2503 907
801 1 280 2563 904
801 2 263 2621 894
801 3 380 2335 1000
801 4 370 2656 920
801 5 364 2556 965
802 0 364 2554 907
802 1 280 2564 904
802 2 263 2620 895
802 3 380 2359 1000
802 4 370 2656 920
802 5 364 2582 966
803 0 364 2538 908
803 1 279 2563 905
803 2 263 2618 895
803 3 380 2299 1000
803 4 370 2658 922
803 5 364 2595 966
804 0 364 2542 907
804 1 279 2563 904
804 2 263 2620 894
804 3 380 2335 1000
804 4 370 2656 922
804 5 364 2631 965
805 0 364 2516 907
805 1 279 2562 905
805 2 263 2474 895
805 3 380 2316 1000
805 4 370 2656 920
805 5 364 2577 965
806 0 364 2499 907
806 1 279 2563 904
806 2 263 2203 894
806 3 380 2327 1000
806 4 370 2657 920
806 5 364 2581 965
807 0 364 2552 907
807 1 279 2564 907
807 2 263 1776 894
807 3 380 2343 1000
807 4 370 2657 920
807 5 364 2577 965
808 0 364 2532 907
808 1 279 2564 903
808 2 263 2620 895
808 3 380 2365 1000
808 4 370 2656 920
808 5 364 2615 965
809 0 364 2545 907
809 1 279 2561 904
809 2 263 2007 895
809 3 380 2312 1000
809 4 370 2656 920
809 5 364 2549 962
810 0 364 2512 907
810 1 279 2563 904
810 2 263 1988 894
810 3 380 2303 1000
810 4 370 2657 920
810 5 364 2553 965
811 0 364 2458 908
811 1 279 2559 904
811 2 263 2620 891
811 3 380 2372 1000
811 4 370 2656 920
811 5 364 2601 965
812 0 364 2538 907
812 1 279 2554 904
812 2 264 2619 895
812 3 380 2342 1000
812 4 370 2656 920
812 5 364 2562 965
813 0 364 2509 908
813 1 279 2563 904
813 2 263 2342 894
813 3 380 2324 1000
813 4 370 2656 920
813 5 364 2568 965
814 0 364 2523 907
814 1 279 2560 904
814 2 263 2616 895
814 3 380 2383 1000
814 4 370 2655 920
814 5 364 2518 967
815 0 364 2457 907
815 1 279 2563 904
815 2 263 2620 895
815 3 380 2361 1000
815 4 370 2658 920
815 5 364 2547 965
816 0 364 2520 907
816 1 278 2560 905
816 2 264 2620 895
816 3 380 2342 1000
816 4 370 2657 920
816 5 364 2583 965
817 0 365 2523 907
817 1 278 2524 904
817 2 264 2620 895
817 3 380 2320 1000
817 4 370 2656 920
817 5 364 2580 965
818 0 364 2506 907
818 1 278 2563 904
818 2 263 2621 895
818 3 380 2315 1000
818 4 370 2657 921
818 5 364 2534 965
819 0 364 2488 904
819 1 278 2562 904
819 2 264 2488 894
819 3 380 2318 1000
819 4 370 2656 920
819 5 364 2617 965
820 0 364 2509 907
820 1 278 2562 904
820 2 264 2015 895
820 3 380 2336 1000
820 4 370 2657 920
820 5 364 2586 965
821 0 364 2517 907
821 1 279 2564 904
821 2 264 2620 894
821 3 380 2348 1000
821 4 370 2657 920
821 5 363 2596 964
822 0 364 2606 907
822 1 278 2563 904
822 2 264 2619 895
822 3 380 2337 999
822 4 370 2657 921
822 5 364 2574 965
823 0 364 2508 908
823 1 278 2564 903
823 2 264 2618 895
823 3 380 2324 1000
823 4 370 2657 921
823 5 364 2610 965
824 0 364 2508 907
824 1 279 2563 908
824 2 263 2621 894
824 3 380 2339 1000
824 4 370 2656 920
824 5 364 2570 965
825 0 364 2482 907
825 1 279 2560 905
825 2 263 2620 894
825 3 380 2321 1000
825 4 370 2657 920
825 5 364 2563 967
826 0 364 2513 907
826 1 278 2562 905
826 2 263 2536 894
826 3 380 2321 1000
826 4 370 2656 921
826 5 364 2594 965
827 0 364 2500 903
827 1 278 2562 904
827 2 263 2046 894
827 3 380 2377 1000
827 4 370 2656 921
827 5 363 2586 965
828 0 364 2505 907
828 1 278 2562 904
828 2 263 2618 894
828 3 380 2329 1000
828 4 370 2656 920
828 5 364 2576 961
829 0 364 2469 904
829 1 278 2563 904
829 2 263 2617 894
829 3 380 2334 1000
829 4 370 2657 920
829 5 364 2571 965
830 0 364 2524 907
830 1 279 2562 907
830 2 263 2620 895
830 3 380 2355 1000
830 4 370 2657 920
830 5 364 2567 965
831 0 364 2528 907
831 1 278 2562 904
831 2 263 2621 895
831 3 380 2329 1000
831 4 370 2656 917
831 5 364 2575 965
832 0 364 2543 907
832 1 278 2563 905
832 2 263 708 894
832 3 380 2348 1000
832 4 370 2656 920
832 5 364 2595 965
833 0 364 2565 907
833 1 278 2562 904
833 2 263 169 894
833 3 380 2331 1000
833 4 370 2656 920
833 5 364 2595 962
834 0 364 2518 907
834 1 278 2563 904
834 2 263 1554 894
834 3 380 2346 1000
834 4 370 2656 920
834 5 363 2564 965
835 0 364 2520 907
835 1 279 2562 904
835 2 263 2606 894
835 3 380 2347 1000
835 4 370 2657 920
835 5 364 2578 965
836 0 364 2557 907
836 1 278 2563 904
836 2 264 2612 895
836 3 380 2299 1000
836 4 370 2656 920
836 5 363 2557 965
837 0 364 2466 903
837 1 279 2562 904
837 2 263 2399 895
837 3 380 2339 1000
837 4 370 2656 920
837 5 363 2516 965
838 0 364 2529 903
838 1 279 2563 904
838 2 263 2196 895
838 3 380 2329 1000
838 4 370 2656 920
838 5 364 2592 967
839 0 364 2573 907
839 1 279 2562 904
839 2 264 2620 895
839 3 380 2370 1000
839 4 370 2656 920
839 5 364 2581 963
840 0 364 2477 907
840 1 279 2564 904
840 2 263 2616 894
840 3 380 2343 1000
840 4 370 2656 920
840 5 363 2572 964
841 0 364 2476 907
841 1 279 2561 904
841 2 264 2619 891
841 3 380 2294 1000
841 4 370 2656 920
841 5 364 2590 965
842 0 364 2487 907
842 1 279 2563 905
842 2 264 2494 894
842 3 380 2334 1000
842 4 370 2656 921
842 5 363 2534 965
843 0 364 2517 907
843 1 279 2563 905
843 2 263 2580 895
843 3 380 2367 1000
843 4 370 2656 920
843 5 364 2574 964
844 0 364 2572 907
844 1 279 2561 904
844 2 263 2620 895
844 3 380 2329 1000
844 4 370 2656 920
844 5 364 2588 965
845 0 364 2521 908
845 1 279 2563 905
845 2 263 2585 894
845 3 380 2373 1000
845 4 370 2657 921
845 5 364 2565 965
846 0 364 2575 907
846 1 279 2563 904
846 2 263 2619 895
846 3 380 2326 1000
846 4 370 2656 920
846 5 363 2604 967
847 0 364 2507 907
847 1 279 2563 903
847 2 264 2598 895
847 3 380 2327 1000
847 4 370 2656 920
847 5 363 2555 964
848 0 364 2468 907
848 1 279 2562 904
848 2 264 2621 895
848 3 380 2348 1000
848 4 370 2656 920
848 5 363 2593 965
849 0 364 2583 908
849 1 279 2562 904
849 2 263 1973 891
849 3 380 2305 1000
849 4 370 2656 920
849 5 364 2574 965
850 0 364 2485 904
850 1 280 2563 904
850 2 264 2618 894
850 3 380 2310 1000
850 4 370 2656 920
850 5 363 2592 965
851 0 364 2519 904
851 1 279 2562 905
851 2 264 2617 895
851 3 380 2345 1000
851 4 370 2656 920
851 5 364 2597 965
852 0 364 2527 907
852 1 280 2563 907
852 2 263 1781 895
852 3 380 2340 1000
852 4 370 2656 920
852 5 364 2581 965
853 0 364 2454 907
853 1 280 2563 903
853 2 263 2621 895
853 3 380 2293 1000
853 4 370 2657 920
853 5 363 2610 965
854 0 364 2509 904
854 1 280 2562 904
854 2 263 2396 895
854 3 380 2265 1000
854 4 370 2656 920
854 5 364 2538 965
855 0 364 2504 904
855 1 279 2562 904
855 2 263 2619 891
855 3 380 2340 1000
855 4 370 2657 921
855 5 364 2620 965
856 0 364 2539 907
856 1 280 2563 904
856 2 263 2617 891
856 3 380 2327 1000
856 4 370 2657 920
856 5 363 2588 966
857 0 364 2523 904
857 1 280 2562 905
857 2 263 2619 894
857 3 380 2336 1000
857 4 370 2658 920
857 5 364 2584 965
858 0 364 2478 907
858 1 280 2562 905
858 2 262 2620 895
858 3 380 2335 1000
858 4 370 2656 920
858 5 364 2505 965
859 0 364 2566 904
859 1 279 2562 905
859 2 263 2607 894
859 3 380 2374 1000
859 4 370 2656 920
859 5 364 2623 964
860 0 364 2554 904
860 1 280 2563 904
860 2 263 2609 895
860 3 380 2417 1000
860 4 370 2656 920
860 5 364 2549 965
861 0 364 2579 904
861 1 280 2563 904
