# Time Mote_ID Temperature Motion CO2
1309 1 303 2491 904
1309 2 263 2618 891
1309 3 381 2347 1003
1309 4 371 2655 917
1309 5 365 2550 963
1310 0 364 2537 903
1310 1 303 2563 904
1310 2 263 2619 894
1310 3 381 2353 1003
1310 4 371 2655 918
1310 5 365 2555 962
1311 0 364 2526 903
1311 1 302 2562 904
1311 2 263 2619 894
1311 3 381 2338 1003
1311 4 371 2656 919
1311 5 365 2595 962
1312 0 364 2559 903
1312 1 302 2564 904
1312 2 263 2619 894
1312 3 381 2326 1003
1312 4 371 2656 920
1312 5 365 2616 962
1313 0 364 2540 902
1313 1 303 2562 904
1313 2 263 2619 894
1313 3 381 2354 1003
1313 4 371 2656 917
1313 5 365 2608 963
1314 0 364 2509 903
1314 1 302 2563 904
1314 2 263 2618 891
1314 3 381 2358 1003
1314 4 371 2656 917
1314 5 365 2606 962
1315 0 364 2479 903
1315 1 303 2562 904
1315 2 263 2619 892
1315 3 381 2315 1003
1315 4 370 2655 917
1315 5 365 2648 962
1316 0 364 2550 903
1316 1 302 2563 904
1316 2 263 2618 891
1316 3 381 2398 1003
1316 4 371 2656 917
1316 5 365 2587 963
1317 0 364 2506 903
1317 1 302 2562 903
1317 2 263 2619 894
1317 3 381 2368 1003
1317 4 371 2656 917
1317 5 365 2610 962
1318 0 364 2488 904
1318 1 303 2562 904
1318 2 262 2619 895
1318 3 381 2318 1003
1318 4 370 2654 920
1318 5 365 2598 963
1319 0 364 2524 903
1319 1 303 2563 904
1319 2 263 2619 892
1319 3 381 2323 1003
1319 4 370 2655 917
1319 5 365 2630 962
1320 0 364 2554 903
1320 1 303 2562 903
1320 2 263 2619 895
1320 3 381 2337 1003
1320 4 371 2655 917
1320 5 365 2604 963
1321 0 364 2440 903
1321 1 303 2561 903
1321 2 263 2619 893
1321 3 381 2385 1003
1321 4 371 2655 917
1321 5 365 2632 962
1322 0 364 2519 903
1322 1 303 2562 903
1322 2 262 2619 891
1322 3 381 2345 1003
1322 4 370 2655 917
1322 5 365 2597 963
1323 0 364 2560 904
1323 1 303 2562 904
1323 2 262 2618 892
1323 3 381 2380 1003
1323 4 370 2656 920
1323 5 365 2602 963
1324 0 364 2530 903
1324 1 303 2562 903
1324 2 263 2619 892
1324 3 381 2377 1003
1324 4 370 2656 917
1324 5 365 2604 961
1325 0 364 2582 904
1325 1 303 2562 904
1325 2 262 2618 894
1325 3 381 2302 1003
1325 4 370 2655 917
1325 5 365 2621 961
1326 0 364 2517 904
1326 1 303 2564 903
1326 2 262 2618 892
1326 3 381 2388 1003
1326 4 370 2656 917
1326 5 365 2581 965
1327 0 364 2523 903
1327 1 303 2561 904
1327 2 262 2618 894
1327 3 381 2392 1003
1327 4 371 2655 917
1327 5 365 2588 962
1328 0 364 2537 902
1328 1 303 2562 904
1328 2 262 2618 895
1328 3 381 2386 1003
1328 4 371 2655 918
1328 5 365 2575 962
1329 0 364 2540 904
1329 1 303 2563 904
1329 2 262 2618 892
1329 3 381 2365 1003
1329 4 371 2655 917
1329 5 365 2577 963
1330 0 364 2499 900
1330 1 303 2563 904
1330 2 262 2619 891
1330 3 381 2389 1003
1330 4 371 2656 917
1330 5 365 2602 963
1331 0 364 2581 904
1331 1 303 2563 903
1331 2 262 2619 891
1331 3 381 2342 1003
1331 4 370 2655 918
1331 5 365 2545 962
1332 0 364 2468 904
1332 1 303 2561 904
1332 2 262 2618 891
1332 3 381 2371 1003
1332 4 371 2656 917
1332 5 365 2566 966
1333 0 364 2573 904
1333 1 303 2563 904
1333 2 262 2618 895
1333 3 381 2354 1003
1333 4 370 2655 918
1333 5 365 2591 963
1334 0 364 2560 900
1334 1 303 2562 903
1334 2 262 2617 891
1334 3 381 2370 1003
1334 4 370 2654 919
1334 5 365 2614 963
1335 0 364 2543 905
1335 1 303 2551 904
1335 2 262 2619 895
1335 3 381 2348 1003
1335 4 370 2656 920
1335 5 365 2561 963
1336 0 364 2543 904
1336 1 303 2114 904
1336 2 262 2618 891
1336 3 381 2374 1003
1336 4 371 2655 920
1336 5 365 2580 965
1337 0 364 2538 903
1337 1 303 2455 904
1337 2 262 2618 892
1337 3 381 2364 1003
1337 4 370 2656 917
1337 5 365 2579 962
1338 0 364 2527 904
1338 1 303 2563 904
1338 2 262 2619 892
1338 3 381 2337 1003
1338 4 370 2655 920
1338 5 365 2602 962
1339 0 364 2532 903
1339 1 303 2547 904
1339 2 262 2618 891
1339 3 381 2385 1003
1339 4 371 2655 920
1339 5 365 2596 961
1340 0 364 2496 903
1340 1 303 2564 904
1340 2 263 2619 894
1340 3 381 2331 1003
1340 4 371 2654 920
1340 5 365 2589 966
1341 0 364 2529 903
1341 1 303 2562 904
1341 2 263 2618 891
1341 3 381 2351 1003
1341 4 371 2655 919
1341 5 365 2610 962
1342 0 364 2528 903
1342 1 303 2564 904
1342 2 263 2619 894
1342 3 381 2345 1003
1342 4 370 2656 917
1342 5 365 2580 963
1343 0 364 2531 903
1343 1 303 2563 904
1343 2 263 2619 892
1343 3 381 2354 1003
1343 4 370 2656 917
1343 5 365 2599 962
1344 0 364 2499 904
1344 1 303 2563 904
1344 2 263 2618 892
1344 3 381 2364 1003
1344 4 371 2656 920
1344 5 365 2551 963
1345 0 364 2549 904
1345 1 303 2564 907
1345 2 263 2618 891
1345 3 381 2367 1003
1345 4 371 2656 919
1345 5 365 2577 963
1346 0 364 2544 903
1346 1 303 2563 904
1346 2 263 2619 891
1346 3 381 2352 1003
1346 4 371 2655 917
1346 5 365 2602 963
1347 0 364 2490 903
1347 1 303 2563 904
1347 2 263 2618 891
1347 3 381 2297 1003
1347 4 371 2656 917
1347 5 365 2560 962
1348 0 364 2553 903
1348 1 303 2563 904
1348 2 262 2618 891
1348 3 381 2344 1003
1348 4 371 2656 920
1348 5 365 2546 962
1349 0 364 2544 904
1349 1 303 2563 904
1349 2 263 2619 895
1349 3 381 2326 1003
1349 4 371 2655 917
1349 5 365 2602 963
1350 0 364 2514 903
1350 1 303 2563 904
1350 2 263 2619 891
1350 3 381 2342 1004
1350 4 371 2656 917
1350 5 365 2606 963
1351 0 364 2504 903
1351 1 303 2563 904
1351 2 263 2618 891
1351 3 381 2280 1003
1351 4 371 2656 917
1351 5 365 2616 963
1352 0 364 2546 904
1352 1 303 2561 904
1352 2 263 2619 894
1352 3 381 2336 1003
1352 4 371 2655 917
1352 5 365 2589 962
1353 0 364 2488 903
1353 1 303 2563 904
1353 2 263 2618 893
1353 3 381 2353 1003
1353 4 371 2655 917
1353 5 365 2591 963
1354 0 364 2552 904
1354 1 303 2564 904
1354 2 263 2619 895
1354 3 381 2394 1003
1354 4 371 2655 917
1354 5 365 2592 962
1355 0 364 2558 903
1355 1 303 2562 904
1355 2 263 2618 891
1355 3 381 2369 1004
1355 4 371 2656 917
1355 5 365 2590 962
1356 0 364 2474 903
1356 1 303 2563 904
1356 2 263 2618 894
1356 3 381 2346 1003
1356 4 371 2656 920
1356 5 365 2563 962
1357 0 364 2555 903
1357 1 303 2562 904
1357 2 263 2618 891
1357 3 381 2403 1004
1357 4 371 2655 917
1357 5 365 2616 962
1358 0 364 2562 899
1358 1 303 2563 904
1358 2 263 2618 891
1358 3 381 2339 1003
1358 4 371 2656 920
1358 5 365 2518 961
1359 0 364 2532 905
1359 1 303 2541 904
1359 2 263 2618 891
1359 3 381 2352 1003
1359 4 371 2655 917
1359 5 365 2609 962
1360 0 364 2519 904
1360 1 303 2491 902
1360 2 263 2619 894
1360 3 381 2335 1004
1360 4 371 2656 917
1360 5 365 2584 961
1361 0 364 2544 904
1361 1 303 2476 904
1361 2 263 2617 891
1361 3 381 2335 1003
1361 4 371 2655 919
1361 5 365 2581 962
1362 0 364 2572 905
1362 1 303 2196 904
1362 2 263 2620 892
1362 3 381 2352 1003
1362 4 371 2654 921
1362 5 365 2604 965
1363 0 364 2548 903
1363 1 303 2563 904
1363 2 263 2618 892
1363 3 381 2352 1003
1363 4 371 2655 918
1363 5 365 2595 962
1364 0 364 2557 903
1364 1 303 2559 903
1364 2 263 2620 891
1364 3 381 2348 1004
1364 4 370 2655 919
1364 5 365 2579 962
1365 0 364 2498 904
1365 1 303 2561 904
1365 2 263 2618 891
1365 3 381 2331 1003
1365 4 371 2655 917
1365 5 365 2562 963
1366 0 364 2543 903
1366 1 303 2563 904
1366 2 262 2619 891
1366 3 381 2358 1003
1366 4 370 2655 919
1366 5 365 2579 962
1367 0 364 2577 904
1367 1 303 2563 903
1367 2 262 2619 891
1367 3 381 2353 1003
1367 4 371 2656 917
1367 5 365 2575 963
1368 0 364 2488 903
1368 1 303 2563 904
1368 2 262 2618 892
1368 3 381 2337 1003
1368 4 371 2656 917
1368 5 365 2610 963
1369 0 364 2570 903
1369 1 303 2563 904
1369 2 262 2619 894
1369 3 381 2351 1003
1369 4 371 2655 918
1369 5 365 2590 963
1370 0 364 2495 903
1370 1 304 2562 904
1370 2 262 2619 892
1370 3 381 2348 1003
1370 4 370 2655 917
1370 5 365 2561 965
1371 0 364 2551 904
1371 1 303 2564 904
1371 2 262 2619 891
1371 3 381 2333 1003
1371 4 371 2655 919
1371 5 365 2618 962
1372 0 364 2486 903
1372 1 303 2560 904
1372 2 262 2619 892
1372 3 381 2331 1003
1372 4 370 2656 917
1372 5 365 2540 962
1373 0 364 2564 903
1373 1 303 2198 904
1373 2 262 2619 892
1373 3 381 2326 1003
1373 4 371 2656 920
1373 5 365 2546 962
1374 0 364 2500 904
1374 1 303 2562 904
1374 2 262 2618 891
1374 3 381 2317 1003
1374 4 371 2656 920
1374 5 365 2541 963
1375 0 364 2479 904
1375 1 303 2558 904
1375 2 263 2620 891
1375 3 381 2349 1003
1375 4 371 2655 920
1375 5 365 2580 963
1376 0 364 2497 903
1376 1 303 2563 904
1376 2 263 2618 892
1376 3 381 2330 1003
1376 4 371 2655 920
1376 5 365 2532 962
1377 0 364 2476 903
1377 1 303 2564 904
1377 2 263 2617 892
1377 3 381 2372 1003
1377 4 370 2655 919
1377 5 365 2606 963
1378 0 364 2507 903
1378 1 303 2564 904
1378 2 263 2619 891
1378 3 381 2351 1003
1378 4 370 2656 919
1378 5 365 2555 963
1379 0 364 2551 903
1379 1 303 2562 904
1379 2 263 2619 891
1379 3 381 2335 1003
1379 4 370 2656 919
1379 5 365 2581 963
1380 0 364 2529 903
1380 1 304 2562 904
1380 2 263 2618 894
1380 3 381 2346 1004
1380 4 371 2655 917
1380 5 365 2580 963
1381 0 364 2524 903
1381 1 304 2562 904
1381 2 263 2618 892
1381 3 381 2344 1004
1381 4 371 2655 920
1381 5 365 2571 962
1382 0 364 2465 903
1382 1 304 2563 904
1382 2 263 2619 892
1382 3 381 2365 1004
1382 4 371 2655 917
1382 5 365 2575 962
1383 0 364 2561 904
1383 1 304 2563 904
1383 2 263 2618 892
1383 3 381 2334 1003
1383 4 371 2655 917
1383 5 365 2587 963
1384 0 364 2459 903
1384 1 304 2561 904
1384 2 263 2619 891
1384 3 381 2335 1004
1384 4 371 2655 920
1384 5 365 2583 963
1385 0 364 2573 903
1385 1 304 2564 904
1385 2 263 2619 891
1385 3 381 2329 1004
1385 4 371 2656 917
1385 5 365 2559 963
1386 0 364 2573 904
1386 1 304 2561 904
1386 2 264 2619 892
1386 3 381 2325 1004
1386 4 371 2655 919
1386 5 365 2544 962
1387 0 364 2514 903
1387 1 304 2562 904
1387 2 264 2619 891
1387 3 381 2362 1004
1387 4 371 2656 917
1387 5 365 2597 963
1388 0 364 2546 903
1388 1 304 2562 904
1388 2 264 2619 891
1388 3 381 2340 1004
1388 4 371 2656 917
1388 5 365 2556 962
1389 0 364 2486 903
1389 1 304 2563 904
1389 2 264 2618 892
1389 3 381 2323 1004
1389 4 371 2656 920
1389 5 365 2494 963
1390 0 364 2524 905
1390 1 304 2564 904
1390 2 264 2618 892
1390 3 381 2383 1004
1390 4 371 2656 920
1390 5 365 2577 963
1391 0 364 2505 904
1391 1 304 2564 904
1391 2 263 2618 891
1391 3 381 2361 1003
1391 4 371 2656 917
1391 5 365 2554 963
1392 0 364 2517 903
1392 1 304 2563 904
1392 2 264 2619 892
1392 3 381 2340 1004
1392 4 371 2656 917
1392 5 365 2525 962
1393 0 364 2513 904
1393 1 304 2563 904
1393 2 264 2618 891
1393 3 381 2321 1004
1393 4 371 2655 919
1393 5 365 2591 962
1394 0 364 2503 904
1394 1 304 2555 904
1394 2 264 2618 892
1394 3 381 2329 1004
1394 4 371 2655 920
1394 5 365 2576 963
1395 0 364 2472 903
1395 1 304 2549 904
1395 2 264 2619 891
1395 3 381 2384 1003
1395 4 371 2655 917
1395 5 365 2586 962
1396 0 363 2537 900
1396 1 304 2387 903
1396 2 264 2618 894
1396 3 381 2370 1003
1396 4 371 2656 919
1396 5 365 2578 962
1397 0 364 2527 904
1397 1 304 2314 904
1397 2 264 2618 892
1397 3 381 2362 1003
1397 4 371 2655 920
1397 5 365 2581 963
1398 0 364 2562 903
1398 1 304 2563 904
1398 2 264 2619 892
1398 3 381 2469 1003
1398 4 371 2656 917
1398 5 365 2544 963
1399 0 364 2540 903
1399 1 304 2562 904
1399 2 264 2617 891
1399 3 381 2365 1003
1399 4 370 2656 917
1399 5 365 2624 963
1400 0 364 2509 904
1400 1 304 2563 904
1400 2 264 2619 894
1400 3 381 2337 1004
1400 4 370 2655 917
1400 5 365 2610 963
1401 0 364 2530 903
1401 1 304 2561 907
1401 2 264 2619 891
1401 3 381 2342 1003
1401 4 371 2656 919
1401 5 365 2568 962
1402 0 364 2516 903
1402 1 304 2563 907
1402 2 264 2618 894
1402 3 381 2341 1004
1402 4 371 2655 919
1402 5 365 2553 963
1403 0 364 2545 903
1403 1 304 2561 904
1403 2 264 2619 892
1403 3 381 2417 1003
1403 4 371 2655 917
1403 5 365 2617 965
1404 0 364 2500 903
1404 1 304 2562 904
1404 2 264 2619 891
1404 3 381 2301 1003
1404 4 371 2656 920
1404 5 365 2604 962
1405 0 364 2481 903
1405 1 304 2564 907
1405 2 264 2619 892
1405 3 381 2332 1003
1405 4 370 2655 920
1405 5 365 2574 963
1406 0 364 2540 904
1406 1 304 2563 904
1406 2 264 2620 891
1406 3 381 2331 1004
1406 4 371 2655 920
1406 5 365 2590 963
1407 0 364 2494 903
1407 1 304 2563 904
1407 2 264 2618 894
1407 3 381 2351 1003
1407 4 371 2656 917
1407 5 365 2596 963
1408 0 364 2508 903
1408 1 304 2563 903
1408 2 264 2618 895
1408 3 381 2397 1004
1408 4 371 2656 917
1408 5 365 2607 962
1409 0 364 2499 904
1409 1 304 2563 904
1409 2 264 2619 895
1409 3 381 2358 1003
1409 4 371 2656 917
1409 5 365 2596 963
1410 0 364 2542 904
1410 1 304 2563 904
1410 2 264 2619 892
1410 3 381 2337 1004
1410 4 371 2655 917
1410 5 365 2534 963
1411 0 364 2532 903
1411 1 304 2563 905
1411 2 264 2618 892
1411 3 381 2378 1004
1411 4 371 2655 919
1411 5 365 2578 963
1412 0 364 2500 904
1412 1 304 2560 904
1412 2 264 2618 891
1412 3 381 2362 1004
1412 4 371 2656 919
1412 5 365 2559 962
1413 0 364 2492 903
1413 1 304 2564 904
1413 2 264 2619 892
1413 3 381 2339 1004
1413 4 371 2654 920
1413 5 365 2582 963
1414 0 364 2534 904
1414 1 304 2563 904
1414 2 264 2618 891
1414 3 381 2336 1004
1414 4 371 2656 920
1414 5 365 2549 962
1415 0 364 2504 904
1415 1 304 2563 904
1415 2 264 2619 892
1415 3 381 2371 1004
1415 4 371 2654 920
1415 5 365 2526 962
1416 0 364 2444 904
1416 1 304 2562 904
1416 2 264 2619 892
1416 3 381 2356 1004
1416 4 371 2656 918
1416 5 365 2605 963
1417 0 364 2472 903
1417 1 304 2562 907
1417 2 264 2619 891
1417 3 381 2354 1004
1417 4 371 2656 919
1417 5 365 2563 965
1418 0 364 2531 904
1418 1 304 2563 904
1418 2 264 2618 891
1418 3 381 2342 1004
1418 4 371 2655 917
1418 5 365 2551 963
1419 0 364 2483 903
1419 1 304 2562 903
1419 2 264 2618 892
1419 3 381 2356 1004
1419 4 371 2655 920
1419 5 365 2613 963
1420 0 364 2547 900
1420 1 304 2563 904
1420 2 264 2619 891
1420 3 381 2348 1004
1420 4 371 2655 918
1420 5 365 2599 963
1421 0 364 2498 904
1421 1 304 2563 904
1421 2 264 2618 892
1421 3 381 2353 1004
1421 4 371 2655 917
1421 5 365 2596 963
1422 0 364 2490 902
1422 1 304 2562 904
1422 2 264 2618 892
1422 3 381 2352 1005
1422 4 371 2655 917
1422 5 365 2613 962
1423 0 364 2572 903
1423 1 304 2563 904
1423 2 264 2618 891
1423 3 381 2348 1004
1423 4 371 2656 920
1423 5 365 2622 961
1424 0 364 2447 903
1424 1 304 2563 904
1424 2 264 2619 891
1424 3 381 2321 1005
1424 4 370 2656 917
1424 5 365 2591 963
1425 0 364 2511 903
1425 1 304 2563 904
1425 2 264 2618 891
1425 3 381 2394 1004
1425 4 371 2656 919
1425 5 365 2555 963
1426 0 364 2552 904
1426 1 304 2563 904
1426 2 264 2618 891
1426 3 381 2338 1003
1426 4 371 2656 920
1426 5 365 2578 963
1427 0 364 2461 904
1427 1 304 2561 904
1427 2 264 2618 894
1427 3 381 2323 1003
1427 4 371 2656 917
1427 5 365 2568 963
1428 0 364 2481 903
1428 1 304 2563 904
1428 2 264 2618 892
1428 3 381 2374 1004
1428 4 370 2656 917
1428 5 365 2591 963
1429 0 364 2513 903
1429 1 305 2563 904
1429 2 264 2619 892
1429 3 381 2345 1003
1429 4 371 2655 917
1429 5 365 2627 963
1430 0 364 2569 903
1430 1 304 2564 904
1430 2 264 2619 892
1430 3 381 2370 1003
1430 4 371 2655 917
1430 5 365 2549 963
1431 0 364 2514 903
1431 1 304 2562 904
1431 2 264 2619 892
1431 3 381 2385 1004
1431 4 371 2655 920
1431 5 365 2570 963
1432 0 364 2571 904
1432 1 304 2558 907
1432 2 264 2618 892
1432 3 381 2381 1004
1432 4 371 2654 917
1432 5 365 2612 963
1433 0 364 2456 900
1433 1 304 2562 904
1433 2 264 2619 895
1433 3 381 2381 1004
1433 4 371 2655 920
1433 5 365 2594 963
1434 0 364 2563 903
1434 1 304 2563 907
1434 2 264 2618 892
1434 3 381 2394 1004
1434 4 371 2655 917
1434 5 365 2612 963
1435 0 364 2467 903
1435 1 305 2563 904
1435 2 264 2619 891
1435 3 381 2337 1004
1435 4 371 2656 917
1435 5 365 2599 963
1436 0 364 2537 904
1436 1 304 2563 907
1436 2 264 2620 891
1436 3 381 2342 1004
1436 4 371 2655 920
1436 5 365 2577 962
1437 0 364 2545 903
1437 1 304 2560 904
1437 2 264 2618 892
1437 3 381 2312 1003
1437 4 371 2655 917
1437 5 365 2620 961
1438 0 364 2499 904
1438 1 304 2563 904
1438 2 264 2618 892
1438 3 381 2330 1004
1438 4 371 2656 917
1438 5 365 2600 963
1439 0 364 2524 904
1439 1 304 2561 904
1439 2 265 2619 894
1439 3 381 2377 1003
1439 4 371 2655 917
1439 5 365 2599 963
1440 0 364 2541 903
1440 1 305 2562 904
1440 2 264 2618 892
1440 3 381 2353 1004
1440 4 371 2655 917
1440 5 365 2570 966
1441 0 364 2522 904
1441 1 304 2562 904
1441 2 265 2618 892
1441 3 381 2405 1004
1441 4 371 2656 917
1441 5 365 2612 962
1442 0 364 2548 904
1442 1 304 2563 904
1442 2 265 2620 891
1442 3 381 2344 1005
1442 4 371 2655 920
1442 5 365 2620 963
1443 0 364 2547 903
1443 1 305 2562 904
1443 2 265 2618 891
1443 3 381 2362 1004
1443 4 371 2655 920
1443 5 365 2601 963
1444 0 364 2523 903
1444 1 304 2563 904
1444 2 265 2618 894
1444 3 381 2341 1004
1444 4 371 2654 919
1444 5 365 2545 963
1445 0 364 2526 904
1445 1 305 2563 904
1445 2 265 2619 892
1445 3 381 2340 1004
1445 4 371 2655 917
1445 5 365 2528 962
1446 0 364 2523 903
1446 1 304 2561 907
1446 2 265 2619 891
1446 3 381 2397 1005
1446 4 371 2655 918
1446 5 365 2642 962
1447 0 364 2499 900
1447 1 305 2562 904
1447 2 265 2618 891
1447 3 381 2322 1005
1447 4 371 2655 917
1447 5 365 2578 963
1448 0 364 2523 901
1448 1 304 2563 907
1448 2 265 2619 891
1448 3 381 2332 1005
1448 4 371 2654 917
1448 5 365 2590 963
1449 0 364 2571 903
1449 1 304 2563 903
1449 2 265 2618 892
1449 3 381 2352 1004
1449 4 371 2656 917
1449 5 365 2535 963
1450 0 364 2537 904
1450 1 304 2564 904
1450 2 265 2618 891
1450 3 381 2383 1005
1450 4 370 2653 917
1450 5 365 2622 965
1451 0 364 2533 904
1451 1 305 2563 904
1451 2 265 2618 892
1451 3 381 2379 1004
1451 4 370 2655 918
1451 5 365 2514 962
1452 0 364 2483 904
1452 1 305 2563 904
1452 2 265 2619 892
1452 3 381 2355 1005
1452 4 371 2656 917
1452 5 365 2602 963
1453 0 364 2496 903
1453 1 305 2562 903
1453 2 265 2618 891
1453 3 381 2366 1004
1453 4 371 2654 919
1453 5 365 2626 963
1454 0 364 2528 903
1454 1 305 2564 904
1454 2 265 2618 894
1454 3 381 2376 1005
1454 4 371 2654 917
1454 5 365 2537 963
1455 0 364 2500 903
1455 1 305 2564 904
1455 2 265 2618 891
1455 3 381 2353 1004
1455 4 370 2655 919
1455 5 365 2575 961
1456 0 364 2507 903
1456 1 305 2502 904
1456 2 265 2618 892
1456 3 381 2363 1004
1456 4 371 2654 919
1456 5 365 2601 963
1457 0 364 2585 904
1457 1 305 2151 904
1457 2 265 2618 891
1457 3 381 2325 1004
1457 4 371 2655 919
1457 5 365 2594 962
1458 0 364 2533 905
1458 1 305 2563 904
1458 2 265 2618 891
1458 3 381 2377 1004
1458 4 371 2655 919
1458 5 365 2611 963
1459 0 364 2525 903
1459 1 305 2560 904
1459 2 265 2617 892
1459 3 381 2356 1004
1459 4 371 2656 919
1459 5 365 2581 961
1460 0 364 2486 903
1460 1 305 2563 904
1460 2 265 2619 891
1460 3 381 2357 1004
1460 4 371 2656 917
1460 5 365 2565 963
1461 0 364 2589 903
1461 1 305 2564 904
1461 2 265 2618 892
1461 3 381 2341 1004
1461 4 371 2655 918
1461 5 365 2604 963
1462 0 364 2570 903
1462 1 305 2563 904
1462 2 266 2619 894
1462 3 381 2374 1004
1462 4 371 2656 918
1462 5 365 2585 962
1463 0 364 2549 904
1463 1 304 2563 904
1463 2 266 2621 891
1463 3 381 2365 1004
1463 4 371 2656 918
1463 5 365 2572 963
1464 0 364 2452 904
1464 1 305 2562 904
1464 2 266 2619 894
1464 3 381 2353 1004
1464 4 371 2655 918
1464 5 365 2560 962
1465 0 363 2542 903
1465 1 304 2563 904
1465 2 266 2618 892
1465 3 381 2374 1003
1465 4 371 2656 918
1465 5 365 2562 962
1466 0 364 2547 903
1466 1 304 2561 904
1466 2 266 2618 894
1466 3 381 2340 1004
1466 4 370 2655 917
1466 5 365 2518 963
1467 0 364 2545 904
1467 1 304 2563 904
1467 2 266 2618 892
1467 3 381 2339 1004
1467 4 371 2656 917
1467 5 365 2568 962
1468 0 364 2542 900
1468 1 304 2562 904
1468 2 266 2619 891
1468 3 381 2332 1004
1468 4 371 2655 920
1468 5 365 2525 962
1469 0 364 2508 903
1469 1 304 2563 904
1469 2 266 2619 891
1469 3 381 2352 1004
1469 4 371 2655 917
1469 5 365 2595 962
1470 0 364 2579 904
1470 1 304 2564 904
1470 2 266 2619 891
1470 3 381 2321 1005
1470 4 370 2654 920
1470 5 366 2611 962
1471 0 364 2511 900
1471 1 304 2562 904
1471 2 266 2618 892
1471 3 381 2347 1004
1471 4 371 2656 917
1471 5 365 2594 963
1472 0 364 2556 903
1472 1 304 2563 904
1472 2 266 2618 891
1472 3 381 2386 1004
1472 4 371 2655 917
1472 5 365 2616 963
1473 0 364 2558 900
1473 1 304 2563 904
1473 2 266 2619 891
1473 3 381 2391 1005
1473 4 371 2656 920
1473 5 365 2585 962
1474 0 364 2510 903
1474 1 304 2563 904
1474 2 266 2618 891
1474 3 381 2429 1005
1474 4 371 2655 919
1474 5 365 2607 962
1475 0 364 2546 904
1475 1 304 2553 904
1475 2 266 2618 892
1475 3 381 2342 1004
1475 4 371 2656 918
1475 5 365 2589 963
1476 0 364 2501 903
1476 1 304 2562 904
1476 2 266 2618 891
1476 3 381 2367 1005
1476 4 370 2654 918
1476 5 365 2610 962
1477 0 364 2532 900
1477 1 304 2563 904
1477 2 266 2619 892
1477 3 381 2412 1004
1477 4 370 2655 918
1477 5 365 2538 963
1478 0 364 2554 900
1478 1 304 2563 904
1478 2 266 2618 892
1478 3 381 2355 1005
1478 4 370 2656 917
1478 5 365 2622 962
1479 0 364 2501 900
1479 1 304 2561 904
1479 2 266 2618 891
1479 3 381 2321 1005
1479 4 371 2655 917
1479 5 365 2583 962
1480 0 364 2526 904
1480 1 305 2563 904
1480 2 265 2618 892
1480 3 381 2356 1005
1480 4 371 2656 919
1480 5 365 2536 963
1481 0 364 2531 900
1481 1 305 2563 904
1481 2 265 2618 891
1481 3 381 2361 1005
1481 4 371 2655 920
1481 5 365 2551 963
1482 0 364 2491 900
1482 1 304 2564 904
1482 2 266 2619 892
1482 3 381 2330 1005
1482 4 371 2656 919
1482 5 365 2595 963
1483 0 364 2501 900
1483 1 304 2563 907
1483 2 265 2618 892
1483 3 381 2348 1005
1483 4 371 2656 917
1483 5 365 2598 963
1484 0 364 2517 900
1484 1 304 2564 904
1484 2 266 2618 892
1484 3 381 2371 1006
1484 4 371 2656 917
1484 5 366 2575 961
1485 0 364 2528 904
1485 1 305 2564 904
1485 2 265 2618 892
1485 3 381 2334 1004
1485 4 371 2655 919
1485 5 365 2562 963
1486 0 364 2474 900
1486 1 304 2564 904
1486 2 265 2618 891
1486 3 381 2355 1004
1486 4 371 2655 917
1486 5 365 2583 962
1487 0 364 2491 900
1487 1 304 2559 904
1487 2 265 2618 891
1487 3 381 2329 1004
1487 4 371 2655 919
1487 5 365 2599 963
1488 0 364 2504 903
1488 1 304 2561 904
1488 2 265 2618 891
1488 3 381 2323 1004
1488 4 371 2654 917
1488 5 366 2606 963
1489 0 364 2537 902
1489 1 304 2563 903
1489 2 265 2618 891
1489 3 381 2405 1004
1489 4 371 2656 920
1489 5 365 2623 961
1490 0 364 2535 903
1490 1 304 1921 904
1490 2 265 2618 891
1490 3 381 2362 1004
1490 4 371 2655 919
1490 5 365 2585 962
1491 0 364 2507 900
1491 1 304 2563 904
1491 2 265 2618 895
1491 3 381 2372 1004
1491 4 371 2656 917
1491 5 365 2589 963
1492 0 364 2462 904
1492 1 304 2563 904
1492 2 265 2618 891
1492 3 381 2374 1004
1492 4 371 2654 917
1492 5 366 2604 962
1493 0 364 2555 904
1493 1 304 2563 903
1493 2 265 2618 892
1493 3 381 2332 1004
1493 4 371 2655 917
1493 5 365 2552 963
1494 0 364 2463 904
1494 1 304 2527 904
1494 2 265 2618 892
1494 3 381 2348 1005
1494 4 371 2655 920
1494 5 365 2519 963
1495 0 364 2516 903
1495 1 304 2563 904
1495 2 265 2618 894
1495 3 381 2351 1004
1495 4 371 2655 920
1495 5 365 2580 963
1496 0 364 2515 904
1496 1 304 1518 904
1496 2 265 2619 892
1496 3 381 2344 1005
1496 4 371 2656 917
1496 5 365 2625 963
1497 0 364 2529 903
1497 1 304 2562 904
1497 2 265 2617 894
1497 3 381 2363 1004
1497 4 371 2655 919
1497 5 365 2576 962
1498 0 364 2581 904
1498 1 304 2479 904
1498 2 265 2618 892
1498 3 381 2321 1004
1498 4 371 2655 919
1498 5 365 2535 962
1499 0 364 2537 904
1499 1 304 2564 907
1499 2 265 2514 892
1499 3 381 2342 1004
1499 4 371 2655 919
1499 5 365 2581 962
1500 0 364 2564 903
1500 1 304 2563 904
1500 2 265 2617 892
1500 3 381 2322 1005
