gain	0	1	-83.65
gain	1	0	-83.65
gain	0	2	-87.47
gain	2	0	-87.47
gain	0	3	-104.52
gain	3	0	-104.52
gain	0	4	-104.61
gain	4	0	-104.61
gain	0	5	-112.60
gain	5	0	-112.60
gain	0	6	-114.23
gain	6	0	-114.23
gain	0	7	-120.08
gain	7	0	-120.08
gain	0	8	-126.95
gain	8	0	-126.95
gain	0	9	-120.55
gain	9	0	-120.55
gain	0	10	-128.39
gain	10	0	-128.39
gain	0	11	-124.95
gain	11	0	-124.95
gain	0	12	-80.44
gain	12	0	-80.44
gain	0	13	-83.04
gain	13	0	-83.04
gain	0	14	-94.09
gain	14	0	-94.09
gain	0	15	-105.18
gain	15	0	-105.18
gain	0	16	-110.39
gain	16	0	-110.39
gain	0	17	-119.98
gain	17	0	-119.98
gain	0	18	-121.88
gain	18	0	-121.88
gain	0	19	-122.69
gain	19	0	-122.69
gain	0	20	-124.06
gain	20	0	-124.06
gain	0	21	-126.62
gain	21	0	-126.62
gain	0	22	-121.97
gain	22	0	-121.97
gain	0	23	-125.31
gain	23	0	-125.31
gain	0	24	-81.61
gain	24	0	-81.61
gain	0	25	-91.60
gain	25	0	-91.60
gain	0	26	-99.28
gain	26	0	-99.28
gain	0	27	-103.59
gain	27	0	-103.59
gain	0	28	-107.58
gain	28	0	-107.58
gain	0	29	-114.62
gain	29	0	-114.62
gain	0	30	-118.19
gain	30	0	-118.19
gain	0	31	-120.18
gain	31	0	-120.18
gain	0	32	-123.17
gain	32	0	-123.17
gain	0	33	-119.24
gain	33	0	-119.24
gain	0	34	-122.70
gain	34	0	-122.70
gain	0	35	-124.88
gain	35	0	-124.88
gain	0	36	-101.14
gain	36	0	-101.14
gain	0	37	-100.39
gain	37	0	-100.39
gain	0	38	-101.38
gain	38	0	-101.38
gain	0	39	-108.04
gain	39	0	-108.04
gain	0	40	-108.18
gain	40	0	-108.18
gain	0	41	-115.53
gain	41	0	-115.53
gain	0	42	-117.82
gain	42	0	-117.82
gain	0	43	-120.42
gain	43	0	-120.42
gain	0	44	-123.58
gain	44	0	-123.58
gain	0	45	-124.51
gain	45	0	-124.51
gain	0	46	-117.52
gain	46	0	-117.52
gain	0	47	-126.37
gain	47	0	-126.37
gain	0	48	-107.91
gain	48	0	-107.91
gain	0	49	-103.71
gain	49	0	-103.71
gain	0	50	-110.80
gain	50	0	-110.80
gain	0	51	-116.10
gain	51	0	-116.10
gain	0	52	-113.16
gain	52	0	-113.16
gain	0	53	-111.18
gain	53	0	-111.18
gain	0	54	-114.80
gain	54	0	-114.80
gain	0	55	-122.50
gain	55	0	-122.50
gain	0	56	-121.03
gain	56	0	-121.03
gain	0	57	-121.18
gain	57	0	-121.18
gain	0	58	-124.64
gain	58	0	-124.64
gain	0	59	-130.56
gain	59	0	-130.56
gain	0	60	-110.34
gain	60	0	-110.34
gain	0	61	-111.23
gain	61	0	-111.23
gain	0	62	-115.19
gain	62	0	-115.19
gain	0	63	-115.57
gain	63	0	-115.57
gain	0	64	-111.28
gain	64	0	-111.28
gain	0	65	-120.66
gain	65	0	-120.66
gain	0	66	-121.01
gain	66	0	-121.01
gain	0	67	-123.15
gain	67	0	-123.15
gain	0	68	-120.82
gain	68	0	-120.82
gain	0	69	-126.63
gain	69	0	-126.63
gain	0	70	-125.86
gain	70	0	-125.86
gain	0	71	-132.54
gain	71	0	-132.54
gain	0	72	-113.59
gain	72	0	-113.59
gain	0	73	-117.69
gain	73	0	-117.69
gain	0	74	-114.61
gain	74	0	-114.61
gain	0	75	-116.78
gain	75	0	-116.78
gain	0	76	-115.26
gain	76	0	-115.26
gain	0	77	-119.80
gain	77	0	-119.80
gain	0	78	-123.02
gain	78	0	-123.02
gain	0	79	-120.35
gain	79	0	-120.35
gain	0	80	-116.91
gain	80	0	-116.91
gain	0	81	-124.60
gain	81	0	-124.60
gain	0	82	-120.73
gain	82	0	-120.73
gain	0	83	-129.50
gain	83	0	-129.50
gain	0	84	-116.16
gain	84	0	-116.16
gain	0	85	-114.91
gain	85	0	-114.91
gain	0	86	-125.16
gain	86	0	-125.16
gain	0	87	-120.54
gain	87	0	-120.54
gain	0	88	-121.28
gain	88	0	-121.28
gain	0	89	-123.78
gain	89	0	-123.78
gain	0	90	-120.72
gain	90	0	-120.72
gain	0	91	-128.66
gain	91	0	-128.66
gain	0	92	-123.24
gain	92	0	-123.24
gain	0	93	-123.63
gain	93	0	-123.63
gain	0	94	-128.89
gain	94	0	-128.89
gain	0	95	-131.85
gain	95	0	-131.85
gain	0	96	-116.27
gain	96	0	-116.27
gain	0	97	-121.07
gain	97	0	-121.07
gain	0	98	-124.45
gain	98	0	-124.45
gain	0	99	-120.58
gain	99	0	-120.58
gain	0	100	-120.97
gain	100	0	-120.97
gain	0	101	-122.82
gain	101	0	-122.82
gain	0	102	-123.85
gain	102	0	-123.85
gain	0	103	-118.06
gain	103	0	-118.06
gain	0	104	-129.60
gain	104	0	-129.60
gain	0	105	-132.73
gain	105	0	-132.73
gain	0	106	-128.37
gain	106	0	-128.37
gain	0	107	-130.23
gain	107	0	-130.23
gain	0	108	-123.07
gain	108	0	-123.07
gain	0	109	-119.90
gain	109	0	-119.90
gain	0	110	-127.34
gain	110	0	-127.34
gain	0	111	-121.32
gain	111	0	-121.32
gain	0	112	-125.72
gain	112	0	-125.72
gain	0	113	-123.42
gain	113	0	-123.42
gain	0	114	-126.53
gain	114	0	-126.53
gain	0	115	-133.33
gain	115	0	-133.33
gain	0	116	-131.42
gain	116	0	-131.42
gain	0	117	-129.21
gain	117	0	-129.21
gain	0	118	-136.30
gain	118	0	-136.30
gain	0	119	-127.69
gain	119	0	-127.69
gain	0	120	-118.84
gain	120	0	-118.84
gain	0	121	-123.21
gain	121	0	-123.21
gain	0	122	-125.57
gain	122	0	-125.57
gain	0	123	-129.57
gain	123	0	-129.57
gain	0	124	-125.17
gain	124	0	-125.17
gain	0	125	-129.25
gain	125	0	-129.25
gain	0	126	-129.30
gain	126	0	-129.30
gain	0	127	-131.64
gain	127	0	-131.64
gain	0	128	-131.33
gain	128	0	-131.33
gain	0	129	-127.02
gain	129	0	-127.02
gain	0	130	-130.42
gain	130	0	-130.42
gain	0	131	-135.24
gain	131	0	-135.24
gain	0	132	-122.68
gain	132	0	-122.68
gain	0	133	-125.78
gain	133	0	-125.78
gain	0	134	-126.47
gain	134	0	-126.47
gain	0	135	-129.71
gain	135	0	-129.71
gain	0	136	-126.61
gain	136	0	-126.61
gain	0	137	-133.09
gain	137	0	-133.09
gain	0	138	-126.21
gain	138	0	-126.21
gain	0	139	-128.23
gain	139	0	-128.23
gain	0	140	-126.93
gain	140	0	-126.93
gain	0	141	-127.63
gain	141	0	-127.63
gain	0	142	-135.72
gain	142	0	-135.72
gain	0	143	-134.36
gain	143	0	-134.36
gain	1	2	-81.28
gain	2	1	-81.28
gain	1	3	-93.39
gain	3	1	-93.39
gain	1	4	-95.87
gain	4	1	-95.87
gain	1	5	-107.06
gain	5	1	-107.06
gain	1	6	-109.21
gain	6	1	-109.21
gain	1	7	-111.64
gain	7	1	-111.64
gain	1	8	-123.58
gain	8	1	-123.58
gain	1	9	-118.38
gain	9	1	-118.38
gain	1	10	-124.93
gain	10	1	-124.93
gain	1	11	-129.19
gain	11	1	-129.19
gain	1	12	-92.47
gain	12	1	-92.47
gain	1	13	-72.12
gain	13	1	-72.12
gain	1	14	-81.24
gain	14	1	-81.24
gain	1	15	-95.65
gain	15	1	-95.65
gain	1	16	-103.41
gain	16	1	-103.41
gain	1	17	-102.15
gain	17	1	-102.15
