0	0.00	0.00
1	3.00	0.00
2	6.00	0.00
3	9.00	0.00
4	12.00	0.00
5	15.00	0.00
6	18.00	0.00
7	21.00	0.00
8	24.00	0.00
9	27.00	0.00
10	30.00	0.00
11	33.00	0.00
12	0.00	3.00
13	3.00	3.00
14	6.00	3.00
15	9.00	3.00
16	12.00	3.00
17	15.00	3.00
18	18.00	3.00
19	21.00	3.00
20	24.00	3.00
21	27.00	3.00
22	30.00	3.00
23	33.00	3.00
24	0.00	6.00
25	3.00	6.00
26	6.00	6.00
27	9.00	6.00
28	12.00	6.00
29	15.00	6.00
30	18.00	6.00
31	21.00	6.00
32	24.00	6.00
33	27.00	6.00
34	30.00	6.00
35	33.00	6.00
36	0.00	9.00
37	3.00	9.00
38	6.00	9.00
39	9.00	9.00
40	12.00	9.00
41	15.00	9.00
42	18.00	9.00
43	21.00	9.00
44	24.00	9.00
45	27.00	9.00
46	30.00	9.00
47	33.00	9.00
48	0.00	12.00
49	3.00	12.00
50	6.00	12.00
51	9.00	12.00
52	12.00	12.00
53	15.00	12.00
54	18.00	12.00
55	21.00	12.00
56	24.00	12.00
57	27.00	12.00
58	30.00	12.00
59	33.00	12.00
60	0.00	15.00
61	3.00	15.00
62	6.00	15.00
63	9.00	15.00
64	12.00	15.00
65	15.00	15.00
66	18.00	15.00
67	21.00	15.00
68	24.00	15.00
69	27.00	15.00
70	30.00	15.00
71	33.00	15.00
72	0.00	18.00
73	3.00	18.00
74	6.00	18.00
75	9.00	18.00
76	12.00	18.00
77	15.00	18.00
78	18.00	18.00
79	21.00	18.00
80	24.00	18.00
81	27.00	18.00
82	30.00	18.00
83	33.00	18.00
84	0.00	21.00
85	3.00	21.00
86	6.00	21.00
87	9.00	21.00
88	12.00	21.00
89	15.00	21.00
90	18.00	21.00
91	21.00	21.00
92	24.00	21.00
93	27.00	21.00
94	30.00	21.00
95	33.00	21.00
96	0.00	24.00
97	3.00	24.00
98	6.00	24.00
99	9.00	24.00
100	12.00	24.00
101	15.00	24.00
102	18.00	24.00
103	21.00	24.00
104	24.00	24.00
105	27.00	24.00
106	30.00	24.00
107	33.00	24.00
108	0.00	27.00
109	3.00	27.00
110	6.00	27.00
111	9.00	27.00
112	12.00	27.00
113	15.00	27.00
114	18.00	27.00
115	21.00	27.00
116	24.00	27.00
117	27.00	27.00
118	30.00	27.00
119	33.00	27.00
120	0.00	30.00
121	3.00	30.00
122	6.00	30.00
123	9.00	30.00
124	12.00	30.00
125	15.00	30.00
126	18.00	30.00
127	21.00	30.00
128	24.00	30.00
129	27.00	30.00
130	30.00	30.00
131	33.00	30.00
132	0.00	33.00
133	3.00	33.00
134	6.00	33.00
135	9.00	33.00
136	12.00	33.00
137	15.00	33.00
138	18.00	33.00
139	21.00	33.00
140	24.00	33.00
141	27.00	33.00
142	30.00	33.00
143	33.00	33.00
