199	3.00	33.00
200	6.00	33.00
201	9.00	33.00
202	12.00	33.00
203	15.00	33.00
204	18.00	33.00
205	21.00	33.00
206	24.00	33.00
207	27.00	33.00
208	30.00	33.00
209	33.00	33.00
210	36.00	33.00
211	39.00	33.00
212	42.00	33.00
213	45.00	33.00
214	48.00	33.00
215	51.00	33.00
216	0.00	36.00
217	3.00	36.00
218	6.00	36.00
219	9.00	36.00
220	12.00	36.00
221	15.00	36.00
222	18.00	36.00
223	21.00	36.00
224	24.00	36.00
225	27.00	36.00
226	30.00	36.00
227	33.00	36.00
228	36.00	36.00
229	39.00	36.00
230	42.00	36.00
231	45.00	36.00
232	48.00	36.00
233	51.00	36.00
234	0.00	39.00
235	3.00	39.00
236	6.00	39.00
237	9.00	39.00
238	12.00	39.00
239	15.00	39.00
240	18.00	39.00
241	21.00	39.00
242	24.00	39.00
243	27.00	39.00
244	30.00	39.00
245	33.00	39.00
246	36.00	39.00
247	39.00	39.00
248	42.00	39.00
249	45.00	39.00
250	48.00	39.00
251	51.00	39.00
252	0.00	42.00
253	3.00	42.00
254	6.00	42.00
255	9.00	42.00
256	12.00	42.00
257	15.00	42.00
258	18.00	42.00
259	21.00	42.00
260	24.00	42.00
261	27.00	42.00
262	30.00	42.00
263	33.00	42.00
264	36.00	42.00
265	39.00	42.00
266	42.00	42.00
267	45.00	42.00
268	48.00	42.00
269	51.00	42.00
270	0.00	45.00
271	3.00	45.00
272	6.00	45.00
273	9.00	45.00
274	12.00	45.00
275	15.00	45.00
276	18.00	45.00
277	21.00	45.00
278	24.00	45.00
279	27.00	45.00
280	30.00	45.00
281	33.00	45.00
282	36.00	45.00
283	39.00	45.00
284	42.00	45.00
285	45.00	45.00
286	48.00	45.00
287	51.00	45.00
288	0.00	48.00
289	3.00	48.00
290	6.00	48.00
291	9.00	48.00
292	12.00	48.00
293	15.00	48.00
294	18.00	48.00
295	21.00	48.00
296	24.00	48.00
297	27.00	48.00
298	30.00	48.00
299	33.00	48.00
300	36.00	48.00
301	39.00	48.00
302	42.00	48.00
303	45.00	48.00
304	48.00	48.00
305	51.00	48.00
306	0.00	51.00
307	3.00	51.00
308	6.00	51.00
309	9.00	51.00
310	12.00	51.00
311	15.00	51.00
312	18.00	51.00
313	21.00	51.00
314	24.00	51.00
315	27.00	51.00
316	30.00	51.00
317	33.00	51.00
318	36.00	51.00
319	39.00	51.00
320	42.00	51.00
321	45.00	51.00
322	48.00	51.00
323	51.00	51.00
