0	0.00	0.00
1	3.00	0.00
2	6.00	0.00
3	9.00	0.00
4	12.00	0.00
5	15.00	0.00
6	18.00	0.00
7	21.00	0.00
8	24.00	0.00
9	27.00	0.00
10	30.00	0.00
11	33.00	0.00
12	36.00	0.00
13	39.00	0.00
14	42.00	0.00
15	45.00	0.00
16	48.00	0.00
17	51.00	0.00
18	0.00	3.00
19	3.00	3.00
20	6.00	3.00
21	9.00	3.00
22	12.00	3.00
23	15.00	3.00
24	18.00	3.00
25	21.00	3.00
26	24.00	3.00
27	27.00	3.00
28	30.00	3.00
29	33.00	3.00
30	36.00	3.00
31	39.00	3.00
32	42.00	3.00
33	45.00	3.00
34	48.00	3.00
35	51.00	3.00
36	0.00	6.00
37	3.00	6.00
38	6.00	6.00
39	9.00	6.00
40	12.00	6.00
41	15.00	6.00
42	18.00	6.00
43	21.00	6.00
44	24.00	6.00
45	27.00	6.00
46	30.00	6.00
47	33.00	6.00
48	36.00	6.00
49	39.00	6.00
50	42.00	6.00
51	45.00	6.00
52	48.00	6.00
53	51.00	6.00
54	0.00	9.00
55	3.00	9.00
56	6.00	9.00
57	9.00	9.00
58	12.00	9.00
59	15.00	9.00
60	18.00	9.00
61	21.00	9.00
62	24.00	9.00
63	27.00	9.00
64	30.00	9.00
65	33.00	9.00
66	36.00	9.00
67	39.00	9.00
68	42.00	9.00
69	45.00	9.00
70	48.00	9.00
71	51.00	9.00
72	0.00	12.00
73	3.00	12.00
74	6.00	12.00
75	9.00	12.00
76	12.00	12.00
77	15.00	12.00
78	18.00	12.00
79	21.00	12.00
80	24.00	12.00
81	27.00	12.00
82	30.00	12.00
83	33.00	12.00
84	36.00	12.00
85	39.00	12.00
86	42.00	12.00
87	45.00	12.00
88	48.00	12.00
89	51.00	12.00
90	0.00	15.00
91	3.00	15.00
92	6.00	15.00
93	9.00	15.00
94	12.00	15.00
95	15.00	15.00
96	18.00	15.00
97	21.00	15.00
98	24.00	15.00
99	27.00	15.00
100	30.00	15.00
101	33.00	15.00
102	36.00	15.00
103	39.00	15.00
104	42.00	15.00
105	45.00	15.00
106	48.00	15.00
107	51.00	15.00
108	0.00	18.00
109	3.00	18.00
110	6.00	18.00
111	9.00	18.00
112	12.00	18.00
113	15.00	18.00
114	18.00	18.00
115	21.00	18.00
116	24.00	18.00
117	27.00	18.00
118	30.00	18.00
119	33.00	18.00
120	36.00	18.00
121	39.00	18.00
122	42.00	18.00
123	45.00	18.00
124	48.00	18.00
125	51.00	18.00
126	0.00	21.00
127	3.00	21.00
128	6.00	21.00
129	9.00	21.00
130	12.00	21.00
131	15.00	21.00
132	18.00	21.00
133	21.00	21.00
134	24.00	21.00
135	27.00	21.00
136	30.00	21.00
137	33.00	21.00
138	36.00	21.00
139	39.00	21.00
140	42.00	21.00
141	45.00	21.00
142	48.00	21.00
143	51.00	21.00
144	0.00	24.00
145	3.00	24.00
146	6.00	24.00
147	9.00	24.00
148	12.00	24.00
149	15.00	24.00
150	18.00	24.00
151	21.00	24.00
152	24.00	24.00
153	27.00	24.00
154	30.00	24.00
155	33.00	24.00
156	36.00	24.00
157	39.00	24.00
158	42.00	24.00
159	45.00	24.00
160	48.00	24.00
161	51.00	24.00
162	0.00	27.00
163	3.00	27.00
164	6.00	27.00
165	9.00	27.00
166	12.00	27.00
167	15.00	27.00
168	18.00	27.00
169	21.00	27.00
170	24.00	27.00
171	27.00	27.00
172	30.00	27.00
173	33.00	27.00
174	36.00	27.00
175	39.00	27.00
176	42.00	27.00
177	45.00	27.00
178	48.00	27.00
179	51.00	27.00
180	0.00	30.00
181	3.00	30.00
182	6.00	30.00
183	9.00	30.00
184	12.00	30.00
185	15.00	30.00
186	18.00	30.00
187	21.00	30.00
188	24.00	30.00
189	27.00	30.00
190	30.00	30.00
191	33.00	30.00
192	36.00	30.00
193	39.00	30.00
194	42.00	30.00
195	45.00	30.00
196	48.00	30.00
197	51.00	30.00
198	0.00	33.00
